公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,核减,治愈核减,死亡核减,累计确诊人数,累计治愈人数,累计死亡人数
1月10日,省级,安徽,,,,,,,,,,
1月10日,省级,澳门,,,,,,,,,,
1月10日,省级,福建,,,,,,,,,,
1月10日,省级,甘肃,,,,,,,,,,
1月10日,省级,广西,,,,,,,,,,
1月10日,省级,贵州,,,,,,,,,,
1月10日,省级,海南,,,,,,,,,,
1月10日,省级,河北,,,,,,,,,,
1月10日,省级,黑龙江,,,,,,,,,,
1月10日,地区级,湖北,武汉,41.0,2.0,1.0,,,,,,
1月10日,省级,湖北,,41.0,2.0,1.0,,,,,2.0,1.0
1月10日,省级,湖南,,,,,,,,,,
1月10日,省级,吉林,,,,,,,,,,
1月10日,省级,江苏,,,,,,,,,,
1月10日,省级,江西,,,,,,,,,,
1月10日,省级,辽宁,,,,,,,,,,
1月10日,省级,内蒙古,,,,,,,,,,
1月10日,省级,宁夏,,,,,,,,,,
1月10日,省级,青海,,,,,,,,,,
1月10日,省级,山东,,,,,,,,,,
1月10日,省级,山西,,,,,,,,,,
1月10日,省级,陕西,,,,,,,,,,
1月10日,省级,上海,,,,,,,,,,
1月10日,省级,四川,,,,,,,,,,
1月10日,省级,台湾,,,,,,,,,,
1月10日,省级,天津,,,,,,,,,,
1月10日,省级,西藏,,,,,,,,,,
1月10日,省级,香港,,,,,,,,,,
1月10日,省级,新疆,,,,,,,,,,
1月10日,省级,云南,,,,,,,,,,
1月10日,省级,浙江,,,,,,,,,,
1月10日,省级,重庆,,,,,,,,,,
1月10日,国家级,,,41.0,2.0,1.0,,,,,,
1月10日,省级,北京,,,,,,,,,,
1月10日,省级,河南,,,,,,,,,,
1月10日,省级,广东,,,,,,,,,,
1月11日,省级,安徽,,,,,,,,,,
1月11日,省级,澳门,,,,,,,,,,
1月11日,省级,福建,,,,,,,,,,
1月11日,省级,甘肃,,,,,,,,,,
1月11日,省级,广西,,,,,,,,,,
1月11日,省级,贵州,,,,,,,,,,
1月11日,省级,海南,,,,,,,,,,
1月11日,省级,河北,,,,,,,,,,
1月11日,省级,黑龙江,,,,,,,,,,
1月11日,地区级,湖北,武汉,,4.0,,,,,,,
1月11日,省级,湖北,,,4.0,,,,,,6.0,1.0
1月11日,省级,湖南,,,,,,,,,,
1月11日,省级,吉林,,,,,,,,,,
1月11日,省级,江苏,,,,,,,,,,
1月11日,省级,江西,,,,,,,,,,
1月11日,省级,辽宁,,,,,,,,,,
1月11日,省级,内蒙古,,,,,,,,,,
1月11日,省级,宁夏,,,,,,,,,,
1月11日,省级,青海,,,,,,,,,,
1月11日,省级,山东,,,,,,,,,,
1月11日,省级,山西,,,,,,,,,,
1月11日,省级,陕西,,,,,,,,,,
1月11日,省级,上海,,,,,,,,,,
1月11日,省级,四川,,,,,,,,,,
1月11日,省级,台湾,,,,,,,,,,
1月11日,省级,天津,,,,,,,,,,
1月11日,省级,西藏,,,,,,,,,,
1月11日,省级,香港,,,,,,,,,,
1月11日,省级,新疆,,,,,,,,,,
1月11日,省级,云南,,,,,,,,,,
1月11日,省级,浙江,,,,,,,,,,
1月11日,省级,重庆,,,,,,,,,,
1月11日,国家级,,,,4.0,,,,,,,
1月11日,省级,北京,,,,,,,,,,
1月11日,省级,河南,,,,,,,,,,
1月11日,省级,广东,,,,,,,,,,
1月12日,省级,安徽,,,,,,,,,,
1月12日,省级,澳门,,,,,,,,,,
1月12日,省级,福建,,,,,,,,,,
1月12日,省级,甘肃,,,,,,,,,,
1月12日,省级,广西,,,,,,,,,,
1月12日,省级,贵州,,,,,,,,,,
1月12日,省级,海南,,,,,,,,,,
1月12日,省级,河北,,,,,,,,,,
1月12日,省级,黑龙江,,,,,,,,,,
1月12日,地区级,湖北,武汉,,1.0,,,,,,,
1月12日,省级,湖北,,,1.0,,,,,,7.0,1.0
1月12日,省级,湖南,,,,,,,,,,
1月12日,省级,吉林,,,,,,,,,,
1月12日,省级,江苏,,,,,,,,,,
1月12日,省级,江西,,,,,,,,,,
1月12日,省级,辽宁,,,,,,,,,,
1月12日,省级,内蒙古,,,,,,,,,,
1月12日,省级,宁夏,,,,,,,,,,
1月12日,省级,青海,,,,,,,,,,
1月12日,省级,山东,,,,,,,,,,
1月12日,省级,山西,,,,,,,,,,
1月12日,省级,陕西,,,,,,,,,,
1月12日,省级,上海,,,,,,,,,,
1月12日,省级,四川,,,,,,,,,,
1月12日,省级,台湾,,,,,,,,,,
1月12日,省级,天津,,,,,,,,,,
1月12日,省级,西藏,,,,,,,,,,
1月12日,省级,香港,,,,,,,,,,
1月12日,省级,新疆,,,,,,,,,,
1月12日,省级,云南,,,,,,,,,,
1月12日,省级,浙江,,,,,,,,,,
1月12日,省级,重庆,,,,,,,,,,
1月12日,国家级,,,,1.0,,,,,,,
1月12日,省级,北京,,,,,,,,,,
1月12日,省级,河南,,,,,,,,,,
1月12日,省级,广东,,,,,,,,,,
1月13日,省级,安徽,,,,,,,,,,
1月13日,省级,澳门,,,,,,,,,,
1月13日,省级,福建,,,,,,,,,,
1月13日,省级,甘肃,,,,,,,,,,
1月13日,省级,广西,,,,,,,,,,
1月13日,省级,贵州,,,,,,,,,,
1月13日,省级,海南,,,,,,,,,,
1月13日,省级,河北,,,,,,,,,,
1月13日,省级,黑龙江,,,,,,,,,,
1月13日,地区级,湖北,武汉,,,,,,,,,
1月13日,省级,湖北,,,,,,,,,,
1月13日,省级,湖南,,,,,,,,,,
1月13日,省级,吉林,,,,,,,,,,
1月13日,省级,江苏,,,,,,,,,,
1月13日,省级,江西,,,,,,,,,,
1月13日,省级,辽宁,,,,,,,,,,
1月13日,省级,内蒙古,,,,,,,,,,
1月13日,省级,宁夏,,,,,,,,,,
1月13日,省级,青海,,,,,,,,,,
1月13日,省级,山东,,,,,,,,,,
1月13日,省级,山西,,,,,,,,,,
1月13日,省级,陕西,,,,,,,,,,
1月13日,省级,上海,,,,,,,,,,
1月13日,省级,四川,,,,,,,,,,
1月13日,省级,台湾,,,,,,,,,,
1月13日,省级,天津,,,,,,,,,,
1月13日,省级,西藏,,,,,,,,,,
1月13日,省级,香港,,,,,,,,,,
1月13日,省级,新疆,,,,,,,,,,
1月13日,省级,云南,,,,,,,,,,
1月13日,省级,浙江,,,,,,,,,,
1月13日,省级,重庆,,,,,,,,,,
1月13日,国家级,,,,,,,,,,,
1月13日,省级,北京,,,,,,,,,,
1月13日,省级,河南,,,,,,,,,,
1月13日,省级,广东,,,,,,,,,,
1月14日,省级,安徽,,,,,,,,,,
1月14日,省级,澳门,,,,,,,,,,
1月14日,省级,福建,,,,,,,,,,
1月14日,省级,甘肃,,,,,,,,,,
1月14日,省级,广西,,,,,,,,,,
1月14日,省级,贵州,,,,,,,,,,
1月14日,省级,海南,,,,,,,,,,
1月14日,省级,河北,,,,,,,,,,
1月14日,省级,黑龙江,,,,,,,,,,
1月14日,地区级,湖北,武汉,,,,,,,,,
1月14日,省级,湖北,,,,,,,,,,
1月14日,省级,湖南,,,,,,,,,,
1月14日,省级,吉林,,,,,,,,,,
1月14日,省级,江苏,,,,,,,,,,
1月14日,省级,江西,,,,,,,,,,
1月14日,省级,辽宁,,,,,,,,,,
1月14日,省级,内蒙古,,,,,,,,,,
1月14日,省级,宁夏,,,,,,,,,,
1月14日,省级,青海,,,,,,,,,,
1月14日,省级,山东,,,,,,,,,,
1月14日,省级,山西,,,,,,,,,,
1月14日,省级,陕西,,,,,,,,,,
1月14日,省级,上海,,,,,,,,,,
1月14日,省级,四川,,,,,,,,,,
1月14日,省级,台湾,,,,,,,,,,
1月14日,省级,天津,,,,,,,,,,
1月14日,省级,西藏,,,,,,,,,,
1月14日,省级,香港,,,,,,,,,,
1月14日,省级,新疆,,,,,,,,,,
1月14日,省级,云南,,,,,,,,,,
1月14日,省级,浙江,,,,,,,,,,
1月14日,省级,重庆,,,,,,,,,,
1月14日,国家级,,,,,,,,,,,
1月14日,省级,北京,,,,,,,,,,
1月14日,省级,河南,,,,,,,,,,
1月14日,省级,广东,,,,,,,,,,
1月15日,省级,安徽,,,,,,,,,,
1月15日,省级,澳门,,,,,,,,,,
1月15日,省级,福建,,,,,,,,,,
1月15日,省级,甘肃,,,,,,,,,,
1月15日,省级,广西,,,,,,,,,,
1月15日,省级,贵州,,,,,,,,,,
1月15日,省级,海南,,,,,,,,,,
1月15日,省级,河北,,,,,,,,,,
1月15日,省级,黑龙江,,,,,,,,,,
1月15日,地区级,湖北,武汉,,5.0,1.0,,,,,,
1月15日,省级,湖北,,,5.0,1.0,,,,,12.0,2.0
1月15日,省级,湖南,,,,,,,,,,
1月15日,省级,吉林,,,,,,,,,,
1月15日,省级,江苏,,,,,,,,,,
1月15日,省级,江西,,,,,,,,,,
1月15日,省级,辽宁,,,,,,,,,,
1月15日,省级,内蒙古,,,,,,,,,,
1月15日,省级,宁夏,,,,,,,,,,
1月15日,省级,青海,,,,,,,,,,
1月15日,省级,山东,,,,,,,,,,
1月15日,省级,山西,,,,,,,,,,
1月15日,省级,陕西,,,,,,,,,,
1月15日,省级,上海,,,,,,,,,,
1月15日,省级,四川,,,,,,,,,,
1月15日,省级,台湾,,,,,,,,,,
1月15日,省级,天津,,,,,,,,,,
1月15日,省级,西藏,,,,,,,,,,
1月15日,省级,香港,,,,,,,,,,
1月15日,省级,新疆,,,,,,,,,,
1月15日,省级,云南,,,,,,,,,,
1月15日,省级,浙江,,,,,,,,,,
1月15日,省级,重庆,,,,,,,,,,
1月15日,国家级,,,,5.0,1.0,,,,,,
1月15日,省级,北京,,,,,,,,,,
1月15日,省级,河南,,,,,,,,,,
1月15日,省级,广东,,,,,,,,,,
1月16日,省级,安徽,,,,,,,,,,
1月16日,省级,澳门,,,,,,,,,,
1月16日,省级,福建,,,,,,,,,,
1月16日,省级,甘肃,,,,,,,,,,
1月16日,省级,广西,,,,,,,,,,
1月16日,省级,贵州,,,,,,,,,,
1月16日,省级,海南,,,,,,,,,,
1月16日,省级,河北,,,,,,,,,,
1月16日,省级,黑龙江,,,,,,,,,,
1月16日,地区级,湖北,武汉,4.0,3.0,,,,,,,
1月16日,省级,湖北,,4.0,3.0,,,,,,15.0,2.0
1月16日,省级,湖南,,,,,,,,,,
1月16日,省级,吉林,,,,,,,,,,
1月16日,省级,江苏,,,,,,,,,,
1月16日,省级,江西,,,,,,,,,,
1月16日,省级,辽宁,,,,,,,,,,
1月16日,省级,内蒙古,,,,,,,,,,
1月16日,省级,宁夏,,,,,,,,,,
1月16日,省级,青海,,,,,,,,,,
1月16日,省级,山东,,,,,,,,,,
1月16日,省级,山西,,,,,,,,,,
1月16日,省级,陕西,,,,,,,,,,
1月16日,省级,上海,,,,,,,,,,
1月16日,省级,四川,,,,,,,,,,
1月16日,省级,台湾,,,,,,,,,,
1月16日,省级,天津,,,,,,,,,,
1月16日,省级,西藏,,,,,,,,,,
1月16日,省级,香港,,,,,,,,,,
1月16日,省级,新疆,,,,,,,,,,
1月16日,省级,云南,,,,,,,,,,
1月16日,省级,浙江,,,,,,,,,,
1月16日,省级,重庆,,,,,,,,,,
1月16日,国家级,,,4.0,3.0,,,,,,,
1月16日,省级,北京,,,,,,,,,,
1月16日,省级,河南,,,,,,,,,,
1月16日,省级,广东,,,,,,,,,,
1月17日,省级,安徽,,,,,,,,,,
1月17日,省级,澳门,,,,,,,,,,
1月17日,省级,福建,,,,,,,,,,
1月17日,省级,甘肃,,,,,,,,,,
1月17日,省级,广西,,,,,,,,,,
1月17日,省级,贵州,,,,,,,,,,
1月17日,省级,海南,,,,,,,,,,
1月17日,省级,河北,,,,,,,,,,
1月17日,省级,黑龙江,,,,,,,,,,
1月17日,地区级,湖北,武汉,17.0,4.0,,,,,,,
1月17日,省级,湖北,,17.0,4.0,,,,,,19.0,2.0
1月17日,省级,湖南,,,,,,,,,,
1月17日,省级,吉林,,,,,,,,,,
1月17日,省级,江苏,,,,,,,,,,
1月17日,省级,江西,,,,,,,,,,
1月17日,省级,辽宁,,,,,,,,,,
1月17日,省级,内蒙古,,,,,,,,,,
1月17日,省级,宁夏,,,,,,,,,,
1月17日,省级,青海,,,,,,,,,,
1月17日,省级,山东,,,,,,,,,,
1月17日,省级,山西,,,,,,,,,,
1月17日,省级,陕西,,,,,,,,,,
1月17日,省级,上海,,,,,,,,,,
1月17日,省级,四川,,,,,,,,,,
1月17日,省级,台湾,,,,,,,,,,
1月17日,省级,天津,,,,,,,,,,
1月17日,省级,西藏,,,,,,,,,,
1月17日,省级,香港,,,,,,,,,,
1月17日,省级,新疆,,,,,,,,,,
1月17日,省级,云南,,,,,,,,,,
1月17日,省级,浙江,,,,,,,,,,
1月17日,省级,重庆,,,,,,,,,,
1月17日,国家级,,,17.0,4.0,,,,,,,
1月17日,省级,北京,,,,,,,,,,
1月17日,省级,河南,,,,,,,,,,
1月17日,省级,广东,,,,,,,,,,
1月18日,省级,安徽,,,,,,,,,,
1月18日,省级,澳门,,,,,,,,,,
1月18日,省级,福建,,,,,,,,,,
1月18日,省级,甘肃,,,,,,,,,,
1月18日,省级,广西,,,,,,,,,,
1月18日,省级,贵州,,,,,,,,,,
1月18日,省级,海南,,,,,,,,,,
1月18日,省级,河北,,,,,,,,,,
1月18日,省级,黑龙江,,,,,,,,,,
1月18日,地区级,湖北,武汉,59.0,5.0,1.0,,,,,,
1月18日,省级,湖北,,59.0,5.0,1.0,,,,,24.0,3.0
1月18日,省级,湖南,,,,,,,,,,
1月18日,省级,吉林,,,,,,,,,,
1月18日,省级,江苏,,,,,,,,,,
1月18日,省级,江西,,,,,,,,,,
1月18日,省级,辽宁,,,,,,,,,,
1月18日,省级,内蒙古,,,,,,,,,,
1月18日,省级,宁夏,,,,,,,,,,
1月18日,省级,青海,,,,,,,,,,
1月18日,省级,山东,,,,,,,,,,
1月18日,省级,山西,,,,,,,,,,
1月18日,省级,陕西,,,,,,,,,,
1月18日,省级,上海,,,,,,,,,,
1月18日,省级,四川,,,,,,,,,,
1月18日,省级,台湾,,,,,,,,,,
1月18日,省级,天津,,,,,,,,,,
1月18日,省级,西藏,,,,,,,,,,
1月18日,省级,香港,,,,,,,,,,
1月18日,省级,新疆,,,,,,,,,,
1月18日,省级,云南,,,,,,,,,,
1月18日,省级,浙江,,,,,,,,,,
1月18日,省级,重庆,,,,,,,,,,
1月18日,国家级,,,59.0,5.0,1.0,,,,,,
1月18日,省级,北京,,,,,,,,,,
1月18日,省级,河南,,,,,,,,,,
1月18日,省级,广东,,,,,,,,,,
1月19日,省级,安徽,,,,,,,,,,
1月19日,省级,澳门,,,,,,,,,,
1月19日,省级,福建,,,,,,,,,,
1月19日,省级,甘肃,,,,,,,,,,
1月19日,省级,广西,,,,,,,,,,
1月19日,省级,贵州,,,,,,,,,,
1月19日,省级,海南,,,,,,,,,,
1月19日,省级,河北,,,,,,,,,,
1月19日,省级,黑龙江,,,,,,,,,,
1月19日,地区级,湖北,武汉,77.0,1.0,1.0,,,,,,
1月19日,省级,湖北,,77.0,1.0,1.0,,,,,25.0,4.0
1月19日,省级,湖南,,,,,,,,,,
1月19日,省级,吉林,,,,,,,,,,
1月19日,省级,江苏,,,,,,,,,,
1月19日,省级,江西,,,,,,,,,,
1月19日,省级,辽宁,,,,,,,,,,
1月19日,省级,内蒙古,,,,,,,,,,
1月19日,省级,宁夏,,,,,,,,,,
1月19日,省级,青海,,,,,,,,,,
1月19日,省级,山东,,,,,,,,,,
1月19日,省级,山西,,,,,,,,,,
1月19日,省级,陕西,,,,,,,,,,
1月19日,地区级,上海,地区待确认,,,,,,,,,
1月19日,省级,上海,,,,,,,,,,
1月19日,地区级,四川,成都,,,,,,,,,
1月19日,省级,四川,,,,,,,,,,
1月19日,省级,台湾,,,,,,,,,,
1月19日,省级,天津,,,,,,,,,,
1月19日,省级,西藏,,,,,,,,,,
1月19日,省级,香港,,,,,,,,,,
1月19日,省级,新疆,,,,,,,,,,
1月19日,省级,云南,,,,,,,,,,
1月19日,省级,浙江,,,,,,,,,,
1月19日,省级,重庆,,,,,,,,,,
1月19日,国家级,,,77.0,1.0,,,,,,,
1月19日,地区级,北京,大兴,2.0,,,,,,,,
1月19日,省级,北京,,2.0,,,,,,,,
1月19日,省级,河南,,,,,,,,,,
1月19日,地区级,广东,深圳,1.0,,,,,,,,
1月19日,省级,广东,,1.0,,,,,,,,
1月20日,省级,安徽,,,,,,,,,,
1月20日,省级,澳门,,,,,,,,,,
1月20日,省级,福建,,,,,,,,,,
1月20日,省级,甘肃,,,,,,,,,,
1月20日,省级,广西,,,,,,,,,,
1月20日,省级,贵州,,,,,,,,,,
1月20日,省级,海南,,,,,,,,,,
1月20日,省级,河北,,,,,,,,,,
1月20日,地区级,黑龙江,牡丹江,,,,,,,,,
1月20日,省级,黑龙江,,,,,,,,,,
1月20日,地区级,湖北,黄冈,12.0,,,,,,,,
1月20日,地区级,湖北,武汉,60.0,,2.0,,,,,,
1月20日,省级,湖北,,72.0,,2.0,,,,,25.0,6.0
1月20日,省级,湖南,,,,,,,,,,
1月20日,省级,吉林,,,,,,,,,,
1月20日,省级,江苏,,,,,,,,,,
1月20日,省级,江西,,,,,,,,,,
1月20日,省级,辽宁,,,,,,,,,,
1月20日,省级,内蒙古,,,,,,,,,,
1月20日,省级,宁夏,,,,,,,,,,
1月20日,省级,青海,,,,,,,,,,
1月20日,省级,山东,,,,,,,,,,
1月20日,省级,山西,,,,,,,,,,
1月20日,省级,陕西,,,,,,,,,,
1月20日,地区级,上海,地区待确认,1.0,,,,,,,,
1月20日,地区级,上海,外地来沪,1.0,,,,,,,,
1月20日,省级,上海,,2.0,,,,,,,,
1月20日,地区级,四川,成都,,,,,,,,,
1月20日,省级,四川,,,,,,,,,,
1月20日,省级,台湾,,,,,,,,,,
1月20日,省级,天津,,,,,,,,,,
1月20日,省级,西藏,,,,,,,,,,
1月20日,地区级,香港,香港,,,,,,,,,
1月20日,省级,香港,,,,,,,,,,
1月20日,省级,新疆,,,,,,,,,,
1月20日,省级,云南,,,,,,,,,,
1月20日,地区级,浙江,杭州,1.0,,,,,,,,
1月20日,地区级,浙江,台州,1.0,,,,,,,,
1月20日,地区级,浙江,温州,2.0,,,,,,,,
1月20日,地区级,浙江,舟山,1.0,,,,,,,,
1月20日,省级,浙江,,5.0,,,,,,,,
1月20日,省级,重庆,,,,,,,,,,
1月20日,国家级,,,93.0,,,,,,,,
1月20日,地区级,北京,昌平,2.0,,,,,,,,
1月20日,地区级,北京,外地来京,1.0,,,,,,,,
1月20日,省级,北京,,3.0,,,,,,,,
1月20日,省级,河南,,,,,,,,,,
1月20日,地区级,广东,惠州,1.0,,,,,,,,
1月20日,地区级,广东,深圳,8.0,,,,,,,,
1月20日,地区级,广东,湛江,1.0,,,,,,,,
1月20日,地区级,广东,珠海,3.0,,,,,,,,
1月20日,省级,广东,,13.0,,,,,,,,
1月21日,地区级,安徽,合肥,1.0,,,,,,,,
1月21日,省级,安徽,,1.0,,,,,,,,
1月21日,地区级,澳门,澳门,,,,,,,,,
1月21日,省级,澳门,,,,,,,,,,
1月21日,省级,福建,,,,,,,,,,
1月21日,省级,甘肃,,,,,,,,,,
1月21日,省级,广西,,,,,,,,,,
1月21日,省级,贵州,,,,,,,,,,
1月21日,省级,海南,,,,,,,,,,
1月21日,省级,河北,,,,,,,,,,
1月21日,省级,黑龙江,,,,,,,,,,
1月21日,地区级,湖北,武汉,105.0,3.0,3.0,,,,,,
1月21日,省级,湖北,,105.0,3.0,3.0,,,,,28.0,9.0
1月21日,地区级,湖南,长沙,1.0,,,,,,,,
1月21日,省级,湖南,,1.0,,,,,,,,
1月21日,省级,吉林,,,,,,,,,,
1月21日,地区级,江苏,扬州,,,,,,,,,
1月21日,省级,江苏,,,,,,,,,,
1月21日,地区级,江西,抚州,1.0,,,,,,,,
1月21日,地区级,江西,萍乡,1.0,,,,,,,,
1月21日,省级,江西,,2.0,,,,,,,,
1月21日,地区级,辽宁,沈阳,,,,,,,,,
1月21日,省级,辽宁,,,,,,,,,,
1月21日,省级,内蒙古,,,,,,,,,,
1月21日,地区级,宁夏,银川,1.0,,,,,,,,
1月21日,省级,宁夏,,1.0,,,,,,,,
1月21日,省级,青海,,,,,,,,,,
1月21日,地区级,山东,青岛,1.0,,,,,,,,
1月21日,地区级,山东,威海,1.0,,,,,,,,
1月21日,省级,山东,,2.0,,,,,,,,
1月21日,省级,山西,,,,,,,,,,
1月21日,省级,陕西,,,,,,,,,,
1月21日,地区级,上海,地区待确认,7.0,,,,,,,,
1月21日,省级,上海,,7.0,,,,,,,,
1月21日,地区级,四川,成都,1.0,,,,,,,,
1月21日,地区级,四川,广安,1.0,,,,,,,,
1月21日,省级,四川,,2.0,,,,,,,,
1月21日,地区级,台湾,台湾,1.0,,,,,,,,
1月21日,省级,台湾,,1.0,,,,,,,,
1月21日,地区级,天津,西青区,1.0,,,,,,,,
1月21日,地区级,天津,河东区,1.0,,,,,,,,
1月21日,省级,天津,,2.0,,,,,,,,
1月21日,省级,西藏,,,,,,,,,,
1月21日,地区级,香港,香港,,,,,,,,,
1月21日,省级,香港,,,,,,,,,,
1月21日,省级,新疆,,,,,,,,,,
1月21日,地区级,云南,昆明,1.0,,,,,,,,
1月21日,省级,云南,,1.0,,,,,,,,
1月21日,地区级,浙江,宁波,3.0,,,,,,,,
1月21日,地区级,浙江,温州,2.0,,,,,,,,
1月21日,省级,浙江,,5.0,,,,,,,,
1月21日,地区级,重庆,垫江县,1.0,,,,,,,,
1月21日,地区级,重庆,万州区,2.0,,,,,,,,
1月21日,地区级,重庆,巫山县,2.0,,,,,,,,
1月21日,地区级,重庆,长寿区,1.0,,,,,,,,
1月21日,省级,重庆,,6.0,,,,,,,,
1月21日,国家级,,,149.0,,,,,,,,
1月21日,地区级,北京,丰台,1.0,,,,,,,,
1月21日,地区级,北京,海淀,2.0,,,,,,,,
1月21日,地区级,北京,通州,1.0,,,,,,,,
1月21日,地区级,北京,西城,1.0,,,,,,,,
1月21日,省级,北京,,5.0,,,,,,,,
1月21日,地区级,河南,郑州,1.0,,,,,,,,
1月21日,省级,河南,,1.0,,,,,,,,
1月21日,地区级,广东,佛山,1.0,,,,,,,,
1月21日,地区级,广东,广州,2.0,,,,,,,,
1月21日,地区级,广东,韶关,2.0,,,,,,,,
1月21日,地区级,广东,深圳,5.0,,,,,,,,
1月21日,地区级,广东,湛江,1.0,,,,,,,,
1月21日,地区级,广东,珠海,1.0,,,,,,,,
1月21日,省级,广东,,12.0,,,,,,,,
1月22日,地区级,安徽,亳州,1.0,,,,,,,,
1月22日,地区级,安徽,滁州,1.0,,,,,,,,
1月22日,地区级,安徽,阜阳,1.0,,,,,,,,
1月22日,地区级,安徽,合肥,4.0,,,,,,,,
1月22日,地区级,安徽,六安,1.0,,,,,,,,
1月22日,省级,安徽,,8.0,,,,,,,,
1月22日,地区级,澳门,澳门,1.0,,,,,,,,
1月22日,省级,澳门,,1.0,,,,,,,,
1月22日,地区级,福建,福州,1.0,,,,,,,,
1月22日,省级,福建,,1.0,,,,,,,,
1月22日,地区级,甘肃,白银,1.0,,,,,,,,
1月22日,地区级,甘肃,兰州,1.0,,,,,,,,
1月22日,省级,甘肃,,2.0,,,,,,,,
1月22日,地区级,广西,北海,3.0,,,,,,,,
1月22日,地区级,广西,柳州,1.0,,,,,,,,
1月22日,地区级,广西,梧州,1.0,,,,,,,,
1月22日,省级,广西,,5.0,,,,,,,,
1月22日,地区级,贵州,贵阳,1.0,,,,,,,,
1月22日,地区级,贵州,黔南州,1.0,,,,,,,,
1月22日,地区级,贵州,铜仁,1.0,,,,,,,,
1月22日,省级,贵州,,3.0,,,,,,,,
1月22日,地区级,海南,海口,1.0,,,,,,,,
1月22日,地区级,海南,临高县,1.0,,,,,,,,
1月22日,地区级,海南,三亚,1.0,,,,,,,,
1月22日,地区级,海南,万宁,1.0,,,,,,,,
1月22日,省级,海南,,4.0,,,,,,,,
1月22日,地区级,河北,石家庄,1.0,,,,,,,,
1月22日,省级,河北,,1.0,,,,,,,,
1月22日,地区级,黑龙江,哈尔滨,1.0,,,,,,,,
1月22日,地区级,黑龙江,牡丹江,1.0,,,,,,,,
1月22日,省级,黑龙江,,2.0,,,,,,,,
1月22日,地区级,湖北,荆门,1.0,,,,,,,,
1月22日,地区级,湖北,荆州,6.0,,,,,,,,
1月22日,地区级,湖北,武汉,62.0,,8.0,,,,,,
1月22日,省级,湖北,,69.0,,8.0,,,,,28.0,17.0
1月22日,地区级,湖南,郴州,1.0,,,,,,,,
1月22日,地区级,湖南,怀化,3.0,,,,,,,,
1月22日,地区级,湖南,永州,1.0,,,,,,,,
1月22日,地区级,湖南,长沙,3.0,,,,,,,,
1月22日,省级,湖南,,8.0,,,,,,,,
1月22日,地区级,吉林,长春,1.0,,,,,,,,
1月22日,省级,吉林,,1.0,,,,,,,,
1月22日,地区级,江苏,苏州,1.0,,,,,,,,
1月22日,省级,江苏,,1.0,,,,,,,,
1月22日,地区级,江西,南昌,1.0,,,,,,,,
1月22日,省级,江西,,1.0,,,,,,,,
1月22日,地区级,辽宁,大连,1.0,,,,,,,,
1月22日,地区级,辽宁,沈阳,1.0,,,,,,,,
1月22日,省级,辽宁,,2.0,,,,,,,,
1月22日,地区级,内蒙古,呼伦贝尔,,,,,,,,,
1月22日,省级,内蒙古,,,,,,,,,,
1月22日,省级,宁夏,,,,,,,,,,
1月22日,省级,青海,,,,,,,,,,
