公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,核减,治愈核减,死亡核减,累计确诊人数,累计治愈人数,累计死亡人数
2月6日,地区级,江苏,扬州,2.0,,,,,,,,
2月6日,地区级,江苏,镇江,1.0,,,,,,,,
2月6日,省级,江苏,,35.0,12.0,,,,,,38.0,
2月6日,地区级,江西,抚州,10.0,2.0,,,,,,,
2月6日,地区级,江西,赣州,7.0,,,,,,,,
2月6日,地区级,江西,吉安,1.0,,,,,,,,
2月6日,地区级,江西,景德镇,,,,,,,,,
2月6日,地区级,江西,九江,3.0,1.0,,,,,,,
2月6日,地区级,江西,南昌,13.0,4.0,,,,,,,
2月6日,地区级,江西,萍乡,1.0,,,,,,,,
2月6日,地区级,江西,上饶,8.0,,,,,,,,
2月6日,地区级,江西,新余,9.0,,,,,,,,
2月6日,地区级,江西,宜春,8.0,1.0,,,,,,,
2月6日,地区级,江西,鹰潭,1.0,,,,,,,,
2月6日,省级,江西,,61.0,8.0,,,,,,45.0,
2月6日,地区级,辽宁,鞍山,2.0,,,,,,,,
2月6日,地区级,辽宁,本溪,,,,,,,,,
2月6日,地区级,辽宁,朝阳市,,,,,,,,,
2月6日,地区级,辽宁,大连,,,,,,,,,
2月6日,地区级,辽宁,丹东,,1.0,,,,,,,
2月6日,地区级,辽宁,阜新,,,,,,,,,
2月6日,地区级,辽宁,葫芦岛,,,,,,,,,
2月6日,地区级,辽宁,锦州,,1.0,,,,,,,
2月6日,地区级,辽宁,辽阳,,,,,,,,,
2月6日,地区级,辽宁,盘锦,3.0,,,,,,,,
2月6日,地区级,辽宁,沈阳,1.0,,,,,,,,
2月6日,地区级,辽宁,铁岭,,,,,,,,,
2月6日,地区级,辽宁,营口,,,,,,,,,
2月6日,省级,辽宁,,6.0,2.0,,,,,,6.0,0.0
2月6日,地区级,内蒙古,巴彦淖尔,,,,,,,,,
2月6日,地区级,内蒙古,包头,,,,,,,,,
2月6日,地区级,内蒙古,赤峰,1.0,,,,,,,,
2月6日,地区级,内蒙古,鄂尔多斯,,,,,,,,,
2月6日,地区级,内蒙古,呼和浩特,2.0,,,,,,,,
2月6日,地区级,内蒙古,呼伦贝尔,,,,,,,,,
2月6日,地区级,内蒙古,通辽,1.0,,,,,,,,
2月6日,地区级,内蒙古,乌海,,,,,,,,,
2月6日,地区级,内蒙古,乌兰察布,,,,,,,,,
2月6日,地区级,内蒙古,锡林郭勒,,,,,,,,,
2月6日,省级,内蒙古,,4.0,,,,,,,4.0,0.0
2月6日,地区级,宁夏,固原,,,,,,,,,
2月6日,地区级,宁夏,石嘴山,,,,,,,,,
2月6日,地区级,宁夏,吴忠,1.0,,,,,,,,
2月6日,地区级,宁夏,银川,2.0,,,,,,,,
2月6日,地区级,宁夏,中卫,,,,,,,,,
2月6日,省级,宁夏,,3.0,,,,,,,1.0,0.0
2月6日,地区级,青海,海北州,,,,,,,,,
2月6日,地区级,青海,西宁,,,,,,,,,
2月6日,省级,青海,,,,,,,,,3.0,0.0
2月6日,地区级,山东,滨州,,1.0,,,,,,,
2月6日,地区级,山东,德州,1.0,1.0,,,,,,,
2月6日,地区级,山东,菏泽,1.0,,,,,,,,
2月6日,地区级,山东,济南,6.0,3.0,,,,,,,
2月6日,地区级,山东,济宁,3.0,1.0,,,,,,,
2月6日,地区级,山东,聊城,5.0,,,,,,,,
2月6日,地区级,山东,临沂,3.0,2.0,,,,,,,
2月6日,地区级,山东,青岛,2.0,1.0,,,,,,,
2月6日,地区级,山东,日照,,2.0,,,,,,,
2月6日,地区级,山东,泰安,2.0,,,,,,,,
2月6日,地区级,山东,威海,2.0,,,,,,,,
2月6日,地区级,山东,潍坊,6.0,,,,,,,,
2月6日,地区级,山东,烟台,2.0,2.0,,,,,,,
2月6日,地区级,山东,枣庄,2.0,,,,,,,,
2月6日,地区级,山东,淄博,1.0,,,,,,,,
2月6日,省级,山东,,36.0,13.0,,,,,,31.0,
2月6日,地区级,山西,大同,,,,,,,,,
2月6日,地区级,山西,晋城,1.0,,,,,,,,
2月6日,地区级,山西,晋中,1.0,3.0,,,,,,,
2月6日,地区级,山西,临汾,1.0,,,,,,,,
2月6日,地区级,山西,吕梁,,2.0,,,,,,,
2月6日,地区级,山西,朔州,,1.0,,,,,,,
2月6日,地区级,山西,太原,2.0,,,,,,,,
2月6日,地区级,山西,忻州,,,,,,,,,
2月6日,地区级,山西,阳泉,1.0,,,,,,,,
2月6日,地区级,山西,运城,,,,,,,,,
2月6日,地区级,山西,长治,,,,,,,,,
2月6日,省级,山西,,6.0,6.0,,,,,,12.0,0.0
2月6日,地区级,陕西,安康,,,,,,,,,
2月6日,地区级,陕西,宝鸡,2.0,2.0,,,,,,,
2月6日,地区级,陕西,汉中,1.0,,,,,,,,
2月6日,地区级,陕西,商洛,1.0,1.0,,,,,,,
2月6日,地区级,陕西,铜川,1.0,1.0,,,,,,,
2月6日,地区级,陕西,渭南,,,,,,,,,
2月6日,地区级,陕西,西安,6.0,,,,,,,,
2月6日,地区级,陕西,咸阳,,1.0,,,,,,,
2月6日,地区级,陕西,延安,,,,,,,,,
2月6日,地区级,陕西,榆林,,,,,,,,,
2月6日,省级,陕西,,11.0,5.0,,,,,,11.0,
2月6日,地区级,上海,宝山,1.0,,,,,,,,
2月6日,地区级,上海,崇明,,,,,,,,,
2月6日,地区级,上海,奉贤,2.0,,,,,,,,
2月6日,地区级,上海,虹口,,,,,,,,,
2月6日,地区级,上海,黄浦,,,,,,,,,
2月6日,地区级,上海,嘉定,1.0,,,,,,,,
2月6日,地区级,上海,金山,,,,,,,,,
2月6日,地区级,上海,静安,,,,,,,,,
2月6日,地区级,上海,闵行,,,,,,,,,
2月6日,地区级,上海,浦东,3.0,3.0,,,,,,,
2月6日,地区级,上海,普陀,1.0,,,,,,,,
2月6日,地区级,上海,青浦,,1.0,,,,,,,
2月6日,地区级,上海,松江,,,,,,,,,
2月6日,地区级,上海,外地来沪,4.0,6.0,,,,,,,
2月6日,地区级,上海,徐汇,1.0,,,,,,,,
2月6日,地区级,上海,杨浦,1.0,,,,,,,,
2月6日,地区级,上海,长宁,1.0,,,,,,,,
2月6日,省级,上海,,15.0,10.0,,,,,,25.0,1.0
2月6日,地区级,四川,阿坝,,,,,,,,,
2月6日,地区级,四川,阿坝,,,,,,,,,
2月6日,地区级,四川,巴中,1.0,,,,,,,,
2月6日,地区级,四川,成都,5.0,6.0,,,,,,,
2月6日,地区级,四川,达州,3.0,3.0,,,,,,,
2月6日,地区级,四川,德阳,,,,,,,,,
2月6日,地区级,四川,甘孜,5.0,,,,,,,,
2月6日,地区级,四川,广安,3.0,,,,,,,,
2月6日,地区级,四川,广元,,,,,,,,,
2月6日,地区级,四川,乐山,1.0,,,,,,,,
2月6日,地区级,四川,凉山,,,,,,,,,
2月6日,地区级,四川,泸州,1.0,,,,,,,,
2月6日,地区级,四川,眉山,,,,,,,,,
2月6日,地区级,四川,绵阳,1.0,,,,,,,,
2月6日,地区级,四川,南充,1.0,,,,,,,,
2月6日,地区级,四川,内江,1.0,,,,,,,,
2月6日,地区级,四川,攀枝花,,,,,,,,,
2月6日,地区级,四川,遂宁,,1.0,,,,,,,
2月6日,地区级,四川,雅安,,,,,,,,,
2月6日,地区级,四川,宜宾,1.0,,,,,,,,
2月6日,地区级,四川,资阳,,,,,,,,,
2月6日,地区级,四川,自贡,,,,,,,,,
2月6日,省级,四川,,23.0,10.0,,,,,,37.0,1.0
2月6日,地区级,台湾,台湾,5.0,1.0,,,,,,,
2月6日,省级,台湾,,5.0,1.0,,,,,,1.0,
2月6日,地区级,天津,宝坻区,6.0,,,,,,,,
2月6日,地区级,天津,北辰区,1.0,,,,,,,,
2月6日,地区级,天津,滨海新区,1.0,,,,,,,,
2月6日,地区级,天津,东丽区,1.0,,,,,,,,
2月6日,地区级,天津,和平区,,,,,,,,,
2月6日,地区级,天津,河北区,,,,,,,,,
2月6日,地区级,天津,河东区,,,,,,,,,
2月6日,地区级,天津,河西区,,,,,,,,,
2月6日,地区级,天津,红桥区,,,,,,,,,
2月6日,地区级,天津,津南区,,,,,,,,,
2月6日,地区级,天津,南开区,,,,,,,,,
2月6日,地区级,天津,宁河区,,,,,,,,,
2月6日,地区级,天津,外地来津,,,,,,,,,
2月6日,地区级,天津,西青区,1.0,,,,,,,,
2月6日,省级,天津,,10.0,,,,,,,2.0,1.0
2月6日,地区级,西藏,拉萨,,,,,,,,,
2月6日,省级,西藏,,,,,,,,,,
2月6日,地区级,香港,香港,3.0,,,,,,,,
2月6日,省级,香港,,3.0,,,,,,,1.0,1.0
2月6日,地区级,新疆,阿克苏,,,,,,,,,
2月6日,地区级,新疆,巴州,,,,,,,,,
2月6日,地区级,新疆,兵团第九师,,,,,,,,,
2月6日,地区级,新疆,昌吉州,,,,,,,,,
2月6日,地区级,新疆,兵团第八师,,,,,,,,,
2月6日,地区级,新疆,兵团第七师,,,,,,,,,
2月6日,地区级,新疆,兵团第六师,,,,,,,,,
2月6日,地区级,新疆,吐鲁番,,,,,,,,,
2月6日,地区级,新疆,乌鲁木齐,3.0,,,,,,,,
2月6日,地区级,新疆,伊犁州,,,,,,,,,
2月6日,省级,新疆,,3.0,,,,,,,,
2月6日,地区级,云南,保山,1.0,,,,,,,,
2月6日,地区级,云南,保山,,,,,,,,,
2月6日,地区级,云南,楚雄州,,,,,,,,,
2月6日,地区级,云南,大理,3.0,,,,,,,,
2月6日,地区级,云南,德宏州,,,,,,,,,
2月6日,地区级,云南,红河,,,,,,,,,
2月6日,地区级,云南,昆明,3.0,,,,,,,,
2月6日,地区级,云南,丽江,,1.0,,,,,,,
2月6日,地区级,云南,临沧,,,,,,,,,
2月6日,地区级,云南,普洱,,,,,,,,,
2月6日,地区级,云南,曲靖,,,,,,,,,
2月6日,地区级,云南,文山州,,,,,,,,,
2月6日,地区级,云南,西双版纳州,,,,,,,,,
2月6日,地区级,云南,玉溪,,,,,,,,,
2月6日,地区级,云南,昭通,,1.0,,,,,,,
2月6日,省级,云南,,7.0,2.0,,,,,,7.0,0.0
2月6日,地区级,浙江,杭州,5.0,1.0,,,,,,,
2月6日,地区级,浙江,湖州,,,,,,,,,
2月6日,地区级,浙江,嘉兴,5.0,1.0,,,,,,,
2月6日,地区级,浙江,金华,1.0,1.0,,,,,,,
2月6日,地区级,浙江,丽水,,2.0,,,,,,,
2月6日,地区级,浙江,宁波,10.0,3.0,,,,,,,
2月6日,地区级,浙江,衢州,,,,,,,,,
2月6日,地区级,浙江,绍兴,1.0,,,,,,,,
2月6日,地区级,浙江,台州,5.0,,,,,,,,
2月6日,地区级,浙江,温州,25.0,8.0,,,,,,,
2月6日,地区级,浙江,舟山,,1.0,,,,,,,
2月6日,省级,浙江,,52.0,17.0,,,,,,98.0,
2月6日,地区级,重庆,巴南区,,,,,,,,,
2月6日,地区级,重庆,璧山区,,,,,,,,,
2月6日,地区级,重庆,城口县,,1.0,,,,,,,
2月6日,地区级,重庆,大渡口区,,1.0,,,,,,,
2月6日,地区级,重庆,大足区,1.0,,,,,,,,
2月6日,地区级,重庆,垫江县,1.0,,,,,,,,
2月6日,地区级,重庆,丰都县,,,,,,,,,
2月6日,地区级,重庆,奉节县,1.0,,,,,,,,
2月6日,地区级,重庆,涪陵区,,,,,,,,,
2月6日,地区级,重庆,高新区,,,,,,,,,
2月6日,地区级,重庆,合川区,4.0,,,,,,,,
2月6日,地区级,重庆,江北区,1.0,,,,,,,,
2月6日,地区级,重庆,江津区,,,,,,,,,
2月6日,地区级,重庆,九龙坡区,,,,,,,,,
2月6日,地区级,重庆,开州区,,2.0,,,,,,,
2月6日,地区级,重庆,梁平区,1.0,,,,,,,,
2月6日,地区级,重庆,两江新区,,,,,,,,,
2月6日,地区级,重庆,南岸区,,,,,,,,,
2月6日,地区级,重庆,彭水县,,,,,,,,,
2月6日,地区级,重庆,綦江区,1.0,,,,,,,,
2月6日,地区级,重庆,黔江区,,,,,,,,,
2月6日,地区级,重庆,荣昌区,,,,,,,,,
2月6日,地区级,重庆,沙坪坝区,,,,,,,,,
2月6日,地区级,重庆,石柱县,,,,,,,,,
2月6日,地区级,重庆,铜梁区,,,,,,,,,
2月6日,地区级,重庆,潼南区,3.0,,,,,,,,
2月6日,地区级,重庆,万盛经开区,1.0,,,,,,,,
2月6日,地区级,重庆,万州区,5.0,,,,,,,,
2月6日,地区级,重庆,巫山县,,,,,,,,,
2月6日,地区级,重庆,巫溪县,,,,,,,,,
2月6日,地区级,重庆,武隆区,,,,,,,,,
2月6日,地区级,重庆,秀山县,,,,,,,,,
2月6日,地区级,重庆,永川区,,,,,,,,,
2月6日,地区级,重庆,酉阳县,,,,,,,,,
2月6日,地区级,重庆,渝北区,,2.0,,,,,,,
2月6日,地区级,重庆,渝中区,2.0,,,,,,,,
2月6日,地区级,重庆,云阳县,,1.0,,,,,,,
2月6日,地区级,重庆,长寿区,,2.0,,,,,,,
2月6日,地区级,重庆,忠县,1.0,,,,,,,,
2月6日,省级,重庆,,22.0,9.0,,,,,,24.0,2.0
2月6日,国家级,,,3143.0,387.0,73.0,,,,,,
2月6日,地区级,北京,昌平,2.0,,,,,,,,
2月6日,地区级,北京,朝阳,3.0,,,,,,,,
2月6日,地区级,北京,大兴,2.0,,,,,,,,
2月6日,地区级,北京,地区待确认,,2.0,,,,,,,
2月6日,地区级,北京,东城,,,,,,,,,
2月6日,地区级,北京,房山,2.0,,,,,,,,
2月6日,地区级,北京,丰台,2.0,,,,,,,,
2月6日,地区级,北京,海淀,,,,,,,,,
2月6日,地区级,北京,怀柔,2.0,,,,,,,,
2月6日,地区级,北京,门头沟,,,,,,,,,
2月6日,地区级,北京,石景山,2.0,,,,,,,,
2月6日,地区级,北京,顺义,2.0,,,,,,,,
2月6日,地区级,北京,通州,1.0,,,,,,,,
2月6日,地区级,北京,外地来京,3.0,,,,,,,,
2月6日,地区级,北京,西城,2.0,,,,,,,,
2月6日,地区级,北京,延庆,,,,,,,,,
2月6日,省级,北京,,23.0,2.0,,,,,,33.0,1.0
2月6日,地区级,河南,安阳,3.0,,,,,,,,
2月6日,地区级,河南,地区待确认,,2.0,,,,,,,
2月6日,地区级,河南,鹤壁,1.0,,,,,,,,
2月6日,地区级,河南,济源示范区,1.0,,,,,,,,
2月6日,地区级,河南,焦作,1.0,,,,,,,,
2月6日,地区级,河南,开封,2.0,,,,,,,,
2月6日,地区级,河南,洛阳,3.0,,,,,,,,
2月6日,地区级,河南,漯河,,,,,,,,,
2月6日,地区级,河南,南阳,7.0,,,,,,,,
2月6日,地区级,河南,平顶山,5.0,,1.0,,,,,,
2月6日,地区级,河南,濮阳,,,,,,,,,
2月6日,地区级,河南,三门峡,,,,,,,,,
2月6日,地区级,河南,商丘,7.0,,,,,,,,
2月6日,地区级,河南,新乡,,2.0,,,,,,,
2月6日,地区级,河南,信阳,12.0,,,,,,,,
2月6日,地区级,河南,许昌,2.0,,,,,,,,
2月6日,地区级,河南,郑州,10.0,10.0,,,,,,,
2月6日,地区级,河南,周口,1.0,,,,,,,,
2月6日,地区级,河南,驻马店,8.0,,,,,,,,
2月6日,省级,河南,,63.0,14.0,1.0,,,,,68.0,3.0
2月6日,地区级,广东,潮州,,,,,,,,,
2月6日,地区级,广东,地区待确认,,-1.0,,,,,,,
2月6日,地区级,广东,东莞,6.0,,,,,,,,
2月6日,地区级,广东,佛山,7.0,3.0,,,,,,,
2月6日,地区级,广东,广州,29.0,7.0,,,,,,,
2月6日,地区级,广东,河源,1.0,,,,,,,,
2月6日,地区级,广东,惠州,4.0,,,,,,,,
2月6日,地区级,广东,江门,2.0,1.0,,,,,,,
2月6日,地区级,广东,揭阳,,,,,,,,,
2月6日,地区级,广东,茂名,,,,,,,,,
2月6日,地区级,广东,梅州,,,,,,,,,
2月6日,地区级,广东,清远,,,,,,,,,
2月6日,地区级,广东,汕头,2.0,,,,,,,,
2月6日,地区级,广东,汕尾,,1.0,,,,,,,
2月6日,地区级,广东,韶关,,,,,,,,,
2月6日,地区级,广东,深圳,20.0,6.0,,,,,,,
2月6日,地区级,广东,阳江,,,,,,,,,
2月6日,地区级,广东,湛江,,,,,,,,,
2月6日,地区级,广东,肇庆,1.0,,1.0,,,,,,
2月6日,地区级,广东,中山,2.0,2.0,,,,,,,
2月6日,地区级,广东,珠海,,,,,,,,,
2月6日,省级,广东,,74.0,19.0,1.0,,,,,68.0,1.0
2月7日,地区级,安徽,安庆,5.0,3.0,,,,,,,
2月7日,地区级,安徽,蚌埠,11.0,1.0,,,,,,,
2月7日,地区级,安徽,亳州,9.0,,,,,,,,
2月7日,地区级,安徽,池州,,,,,,,,,
2月7日,地区级,安徽,滁州,,,,,,,,,
2月7日,地区级,安徽,阜阳,8.0,2.0,,,,,,,
2月7日,地区级,安徽,合肥,13.0,2.0,,,,,,,
2月7日,地区级,安徽,淮北,,,,,,,,,
2月7日,地区级,安徽,淮南,7.0,,,,,,,,
2月7日,地区级,安徽,黄山,,1.0,,,,,,,
2月7日,地区级,安徽,六安,10.0,,,,,,,,
2月7日,地区级,安徽,马鞍山,1.0,,,,,,,,
2月7日,地区级,安徽,铜陵,1.0,3.0,,,,,,,
2月7日,地区级,安徽,芜湖,2.0,1.0,,,,,,,
2月7日,地区级,安徽,宿州,1.0,,,,,,,,
2月7日,地区级,安徽,宣城,,,,,,,,,
2月7日,省级,安徽,,68.0,13.0,,,,,,47.0,
2月7日,地区级,澳门,澳门,,,,,,,,,
2月7日,省级,澳门,,,,,,,,,1.0,
2月7日,地区级,福建,福州,2.0,1.0,,,,,,,
2月7日,地区级,福建,龙岩,1.0,,,,,,,,
2月7日,地区级,福建,南平,2.0,1.0,,,,,,,
2月7日,地区级,福建,宁德,5.0,3.0,,,,,,,
2月7日,地区级,福建,莆田,3.0,,,,,,,,
2月7日,地区级,福建,厦门,2.0,,,,,,,,
2月7日,省级,福建,,15.0,5.0,,,,,,20.0,
2月7日,地区级,甘肃,定西,3.0,,,,,,,,
2月7日,地区级,甘肃,兰州,,,1.0,,,,,,
2月7日,地区级,甘肃,平凉,1.0,,,,,,,,
2月7日,省级,甘肃,,4.0,,1.0,,,,,9.0,1.0
2月7日,地区级,广西,百色,,,,,,,,,
2月7日,地区级,广西,北海,1.0,,,,,,,,
2月7日,地区级,广西,防城港,1.0,,,,,,,,
2月7日,地区级,广西,贵港,,,,,,,,,
2月7日,地区级,广西,桂林,1.0,,,,,,,,
2月7日,地区级,广西,河池,4.0,,,,,,,,
2月7日,地区级,广西,贺州,,,,,,,,,
2月7日,地区级,广西,来宾,1.0,,,,,,,,
2月7日,地区级,广西,柳州,,,,,,,,,
2月7日,地区级,广西,南宁,1.0,,,,,,,,
2月7日,地区级,广西,钦州,1.0,,,,,,,,
2月7日,地区级,广西,梧州,,,,,,,,,
2月7日,地区级,广西,玉林,1.0,,,,,,,,
2月7日,省级,广西,,11.0,,,,,,,17.0,0.0
2月7日,地区级,贵州,安顺,,,,,,,,,
2月7日,地区级,贵州,毕节,8.0,,,,,,,,
2月7日,地区级,贵州,贵阳,,,,,,,,,
2月7日,地区级,贵州,六盘水,,,,,,,,,
2月7日,地区级,贵州,黔东南州,,,,,,,,,
2月7日,地区级,贵州,黔南州,,,,,,,,,
2月7日,地区级,贵州,黔南州,,,,,,,,,
2月7日,地区级,贵州,黔西南州,1.0,,,,,,,,
2月7日,地区级,贵州,铜仁,,,,,,,,,
2月7日,地区级,贵州,遵义,3.0,,,,,,,,
2月7日,省级,贵州,,12.0,,,,,,,6.0,1.0
2月7日,地区级,海南,昌江县,1.0,,,,,,,,
2月7日,地区级,海南,澄迈县,1.0,,,,,,,,
2月7日,地区级,海南,海口,4.0,,,,,,,,
2月7日,地区级,海南,三亚,5.0,3.0,,,,,,,
2月7日,地区级,海南,万宁,1.0,,,,,,,,
2月7日,省级,海南,,12.0,3.0,,,,,,11.0,2.0
2月7日,地区级,河北,保定,,4.0,,,,,,,
2月7日,地区级,河北,沧州,5.0,2.0,,,,,,,
2月7日,地区级,河北,承德,1.0,,,,,,,,
2月7日,地区级,河北,邯郸,4.0,,,,,,,,
2月7日,地区级,河北,廊坊,5.0,,,,,,,,
2月7日,地区级,河北,秦皇岛,2.0,,,,,,,,
2月7日,地区级,河北,唐山,4.0,2.0,,,,,,,
2月7日,地区级,河北,邢台,2.0,1.0,,,,,,,
2月7日,地区级,河北,张家口,1.0,,,,,,,,
2月7日,省级,河北,,24.0,9.0,,,,,,25.0,1.0
2月7日,地区级,黑龙江,哈尔滨,6.0,3.0,,,,,,,
2月7日,地区级,黑龙江,鹤岗,1.0,,,,,,,,
2月7日,地区级,黑龙江,黑河,1.0,,,,,,,,
2月7日,地区级,黑龙江,鸡西,2.0,,,,,,,,
2月7日,地区级,黑龙江,牡丹江,2.0,,,,,,,,
2月7日,地区级,黑龙江,七台河,1.0,,,,,,,,
2月7日,地区级,黑龙江,双鸭山,1.0,,2.0,-1.0,,,,,
2月7日,地区级,黑龙江,绥化,5.0,1.0,,,,,,,
2月7日,省级,黑龙江,,19.0,4.0,2.0,-1.0,,,,12.0,5.0
2月7日,地区级,湖北,鄂州,98.0,2.0,2.0,,,,,,
2月7日,地区级,湖北,恩施州,3.0,3.0,,,,,,,
2月7日,地区级,湖北,黄冈,144.0,37.0,4.0,,,,,,
2月7日,地区级,湖北,黄石,68.0,12.0,,,,,,,
2月7日,地区级,湖北,荆门,35.0,12.0,1.0,,,,,,
2月7日,地区级,湖北,荆州,56.0,7.0,1.0,,,,,,
2月7日,地区级,湖北,潜江,6.0,1.0,1.0,,,,,,
2月7日,地区级,湖北,神农架,,,,,,,,,
2月7日,地区级,湖北,十堰,43.0,9.0,,,,,,,
2月7日,地区级,湖北,随州,38.0,14.0,,,,,,,
2月7日,地区级,湖北,天门,16.0,,,,,,,,
2月7日,地区级,湖北,武汉,1985.0,164.0,67.0,,,,,,
2月7日,地区级,湖北,仙桃,52.0,3.0,,,,,,,
2月7日,地区级,湖北,咸宁,33.0,6.0,1.0,,,,,,
2月7日,地区级,湖北,襄阳,69.0,2.0,2.0,,,,,,
2月7日,地区级,湖北,孝感,172.0,13.0,1.0,,,,,,
2月7日,地区级,湖北,宜昌,23.0,13.0,1.0,,,,,,
2月7日,省级,湖北,,2841.0,298.0,81.0,,,,,1115.0,699.0
2月7日,地区级,湖南,常德,2.0,,,,,,,,
2月7日,地区级,湖南,郴州,2.0,2.0,,,,,,,
2月7日,地区级,湖南,衡阳,,3.0,,,,,,,
2月7日,地区级,湖南,怀化,,7.0,,,,,,,
2月7日,地区级,湖南,娄底,6.0,,,,,,,,
2月7日,地区级,湖南,邵阳,3.0,2.0,,,,,,,
2月7日,地区级,湖南,湘潭,3.0,,,,,,,,
2月7日,地区级,湖南,湘西自治州,,,,,,,,,
2月7日,地区级,湖南,湘西自治州,,,,,,,,,
2月7日,地区级,湖南,益阳,1.0,,,,,,,,
2月7日,地区级,湖南,永州,2.0,2.0,,,,,,,
2月7日,地区级,湖南,岳阳,4.0,2.0,,,,,,,
2月7日,地区级,湖南,张家界,,,,,,,,,
2月7日,地区级,湖南,长沙,6.0,9.0,,,,,,,
2月7日,地区级,湖南,株洲,2.0,1.0,,,,,,,
2月7日,省级,湖南,,31.0,28.0,,,,,,119.0,
2月7日,地区级,吉林,白城,1.0,,,,,,,,
2月7日,地区级,吉林,四平,2.0,,,,,,,,
2月7日,地区级,吉林,辽源,1.0,,,,,,,,
2月7日,省级,吉林,,4.0,,,,,,,4.0,1.0
2月7日,地区级,江苏,常州,2.0,,,,,,,,
2月7日,地区级,江苏,淮安,3.0,,,,,,,,
2月7日,地区级,江苏,连云港,3.0,,,,,,,,
2月7日,地区级,江苏,南京,8.0,2.0,,,,,,,
2月7日,地区级,江苏,南通,2.0,,,,,,,,
2月7日,地区级,江苏,苏州,3.0,,,,,,,,
2月7日,地区级,江苏,泰州,1.0,,,,,,,,
2月7日,地区级,江苏,扬州,,2.0,,,,,,,
2月7日,地区级,江苏,无锡,3.0,,,,,,,,
2月7日,地区级,江苏,徐州,3.0,,,,,,,,
2月7日,地区级,江苏,盐城,1.0,,,,,,,,
2月7日,地区级,江苏,镇江,2.0,1.0,,,,,,,
2月7日,省级,江苏,,31.0,5.0,,,,,,43.0,
2月7日,地区级,江西,抚州,3.0,,,,,,,,
2月7日,地区级,江西,赣州,5.0,,,,,,,,
2月7日,地区级,江西,吉安,1.0,,,,,,,,
2月7日,地区级,江西,景德镇,,,,,,,,,
2月7日,地区级,江西,九江,2.0,,,,,,,,
2月7日,地区级,江西,南昌,6.0,6.0,,,,,,,
2月7日,地区级,江西,萍乡,,,,,,,,,
2月7日,地区级,江西,上饶,6.0,,,,,,,,
2月7日,地区级,江西,新余,8.0,3.0,,,,,,,
2月7日,地区级,江西,宿迁,,,,,,,,,
2月7日,地区级,江西,扬州,,,,,,,,,
2月7日,地区级,江西,宜春,5.0,1.0,,,,,,,
2月7日,地区级,江西,鹰潭,1.0,,,,,,,,
2月7日,省级,江西,,37.0,10.0,,,,,,55.0,
2月7日,地区级,辽宁,葫芦岛,2.0,,,,,,,,
2月7日,地区级,辽宁,锦州,1.0,,,,,,,,
2月7日,地区级,辽宁,沈阳,1.0,1.0,,,,,,,
2月7日,省级,辽宁,,4.0,1.0,,,,,,7.0,0.0
2月7日,地区级,内蒙古,包头,1.0,,,,,,,,
2月7日,地区级,内蒙古,通辽,1.0,,,,,,,,
2月7日,地区级,内蒙古,赤峰,,1.0,,,,,,,
2月7日,省级,内蒙古,,2.0,1.0,,,,,,5.0,0.0
2月7日,地区级,宁夏,固原,,,,,,,,,
2月7日,地区级,宁夏,石嘴山,,,,,,,,,
2月7日,地区级,宁夏,吴忠,,,,,,,,,
2月7日,地区级,宁夏,银川,2.0,2.0,,,,,,,
2月7日,地区级,宁夏,中卫,,,,,,,,,
2月7日,省级,宁夏,,2.0,2.0,,,,,,3.0,0.0
2月7日,地区级,青海,西宁,,,,,,,,,
2月7日,省级,青海,,,,,,,,,3.0,0.0
2月7日,地区级,山东,滨州,,1.0,,,,,,,
2月7日,地区级,山东,德州,1.0,,,,,,,,
2月7日,地区级,山东,菏泽,1.0,,,,,,,,
2月7日,地区级,山东,济南,3.0,,,,,,,,
2月7日,地区级,山东,济宁,3.0,3.0,,,,,,,
2月7日,地区级,山东,聊城,7.0,1.0,,,,,,,
2月7日,地区级,山东,临沂,3.0,,,,,,,,
2月7日,地区级,山东,青岛,3.0,1.0,,,,,,,
2月7日,地区级,山东,日照,,,,,,,,,
2月7日,地区级,山东,泰安,,,,,,,,,
2月7日,地区级,山东,威海,2.0,,,,,,,,
2月7日,地区级,山东,潍坊,2.0,,,,,,,,
2月7日,地区级,山东,烟台,3.0,,,,,,,,
2月7日,地区级,山东,枣庄,,,,,,,,,
2月7日,地区级,山东,淄博,,1.0,,,,,,,
2月7日,省级,山东,,28.0,7.0,,,,,,38.0,
2月7日,地区级,山西,大同,1.0,3.0,,,,,,,
2月7日,地区级,山西,晋中,3.0,,,,,,,,
2月7日,地区级,山西,太原,1.0,,,,,,,,
