公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,核减,治愈核减,死亡核减,累计确诊人数,累计治愈人数,累计死亡人数
2月11日,地区级,北京,顺义,,,,,,,,,
2月11日,地区级,北京,东城,3.0,,,,,,,,
2月11日,地区级,北京,怀柔,,,,,,,,,
2月11日,地区级,北京,密云,1.0,,,,,,,,
2月11日,地区级,北京,门头沟,,,,,,,,,
2月11日,地区级,北京,延庆,,,,,,,,,
2月11日,地区级,北京,地区待确认,,8.0,,,,,,,
2月11日,省级,河南,,30.0,33.0,1.0,,,,,231.0,8.0
2月11日,地区级,河南,信阳,3.0,4.0,,,,,,,
2月11日,地区级,河南,南阳,2.0,,,,,,,,
2月11日,地区级,河南,郑州,5.0,,,,,,,,
2月11日,地区级,河南,驻马店,2.0,1.0,,,,,,,
2月11日,地区级,河南,商丘,0.0,,,,,,,,
2月11日,地区级,河南,周口,1.0,,,,,,,,
2月11日,地区级,河南,平顶山,1.0,2.0,,,,,,,
2月11日,地区级,河南,新乡,5.0,,1.0,,,,,,
2月11日,地区级,河南,安阳,3.0,,,,,,,,
2月11日,地区级,河南,许昌,2.0,,,,,,,,
2月11日,地区级,河南,漯河,2.0,,,,,,,,
2月11日,地区级,河南,洛阳,1.0,,,,,,,,
2月11日,地区级,河南,焦作,0.0,2.0,,,,,,,
2月11日,地区级,河南,开封,0.0,,,,,,,,
2月11日,地区级,河南,鹤壁,1.0,,,,,,,,
2月11日,地区级,河南,濮阳,2.0,,,,,,,,
2月11日,地区级,河南,三门峡,,,,,,,,,
2月11日,地区级,河南,济源示范区,,,,,,,,,
2月11日,地区级,河南,地区待确认,,24.0,,,,,,,
2月11日,省级,广东,,42.0,60.0,,,,,,241.0,1.0
2月11日,地区级,广东,深圳,11.0,10.0,,,,,,,
2月11日,地区级,广东,广州,6.0,21.0,,,,,,,
2月11日,地区级,广东,珠海,1.0,,,,,,,,
2月11日,地区级,广东,佛山,8.0,11.0,,,,,,,
2月11日,地区级,广东,东莞,5.0,3.0,,,,,,,
2月11日,地区级,广东,中山,4.0,5.0,,,,,,,
2月11日,地区级,广东,惠州,1.0,,,,,,,,
2月11日,地区级,广东,汕头,,,,,,,,,
2月11日,地区级,广东,湛江,,2.0,,,,,,,
2月11日,地区级,广东,江门,1.0,,,,,,,,
2月11日,地区级,广东,肇庆,1.0,3.0,,,,,,,
2月11日,地区级,广东,梅州,,,,,,,,,
2月11日,地区级,广东,阳江,,,,,,,,,
2月11日,地区级,广东,茂名,2.0,,,,,,,,
2月11日,地区级,广东,清远,2.0,,,,,,,,
2月11日,地区级,广东,揭阳,,2.0,,,,,,,
2月11日,地区级,广东,韶关,,,,,,,,,
2月11日,地区级,广东,潮州,,,,,,,,,
2月11日,地区级,广东,汕尾,,,,,,,,,
2月11日,地区级,广东,河源,,,,,,,,,
2月11日,地区级,广东,地区待确认,,3.0,,,,,,,
2月12日,省级,安徽,,22.0,20.0,1.0,-1.0,,,,128.0,5.0
2月12日,地区级,安徽,合肥,4.0,6.0,,,,,,,
2月12日,地区级,安徽,蚌埠,5.0,,1.0,,,,,,
2月12日,地区级,安徽,阜阳,4.0,,,,,,,,
2月12日,地区级,安徽,亳州,3.0,5.0,,,,,,,
2月12日,地区级,安徽,安庆,,,,,,,,,
2月12日,地区级,安徽,六安,1.0,,,,,,,,
2月12日,地区级,安徽,马鞍山,,2.0,,,,,,,
2月12日,地区级,安徽,宿州,2.0,4.0,,,,,,,
2月12日,地区级,安徽,芜湖,,,,,,,,,
2月12日,地区级,安徽,铜陵,1.0,2.0,,,,,,,
2月12日,地区级,安徽,淮北,1.0,1.0,,,,,,,
2月12日,地区级,安徽,淮南,,,,-1.0,,,,,
2月12日,地区级,安徽,池州,,,,,,,,,
2月12日,地区级,安徽,滁州,1.0,,,,,,,,
2月12日,地区级,安徽,黄山,,,,,,,,,
2月12日,地区级,安徽,宣城,,,,,,,,,
2月12日,省级,澳门,,,1.0,,,,,,2.0,0.0
2月12日,地区级,澳门,澳门,,1.0,,,,,,,
2月12日,省级,福建,,7.0,8.0,,,,,,54.0,0.0
2月12日,地区级,福建,福州,,2.0,,,,,,,
2月12日,地区级,福建,莆田,2.0,2.0,,,,,,,
2月12日,地区级,福建,泉州,1.0,2.0,,,,,,,
2月12日,地区级,福建,厦门,2.0,,,,,,,,
2月12日,地区级,福建,宁德,1.0,1.0,,,,,,,
2月12日,地区级,福建,南平,1.0,,,,,,,,
2月12日,地区级,福建,漳州,,1.0,,,,,,,
2月12日,地区级,福建,三明,,,,,,,,,
2月12日,地区级,福建,龙岩,,,,,,,,,
2月12日,省级,甘肃,,1.0,7.0,,,,,,31.0,2.0
2月12日,地区级,甘肃,兰州,,1.0,,,,,,,
2月12日,地区级,甘肃,天水,,4.0,,,,,,,
2月12日,地区级,甘肃,定西,,,,,,,,,
2月12日,地区级,甘肃,平凉,,1.0,,,,,,,
2月12日,地区级,甘肃,甘南州,1.0,,,,,,,,
2月12日,地区级,甘肃,白银,,,,,,,,,
2月12日,地区级,甘肃,陇南,,1.0,,,,,,,
2月12日,地区级,甘肃,庆阳,,,,,,,,,
2月12日,地区级,甘肃,临夏,,,,,,,,,
2月12日,地区级,甘肃,张掖,,,,,,,,,
2月12日,地区级,甘肃,金昌,,,,,,,,,
2月12日,地区级,甘肃,嘉峪关,,,,,,,,,
2月12日,地区级,甘肃,酒泉,,,,,,,,,
2月12日,地区级,甘肃,武威,,,,,,,,,
2月12日,省级,广西,,,2.0,1.0,,,,,33.0,2.0
2月12日,地区级,广西,南宁,,1.0,,,,,,,
2月12日,地区级,广西,柳州,,1.0,,,,,,,
2月12日,地区级,广西,桂林,,,,,,,,,
2月12日,地区级,广西,梧州,,,,,,,,,
2月12日,地区级,广西,北海,,,1.0,,,,,,
2月12日,地区级,广西,防城港,,,,,,,,,
2月12日,地区级,广西,钦州,,,,,,,,,
2月12日,地区级,广西,贵港,,,,,,,,,
2月12日,地区级,广西,玉林,,,,,,,,,
2月12日,地区级,广西,百色,,,,,,,,,
2月12日,地区级,广西,贺州,,,,,,,,,
2月12日,地区级,广西,河池,,,,,,,,,
2月12日,地区级,广西,来宾,,,,,,,,,
2月12日,省级,贵州,,4.0,3.0,,,,,,20.0,1.0
2月12日,地区级,贵州,贵阳,4.0,,,,,,,,
2月12日,地区级,贵州,六盘水,,,,,,,,,
2月12日,地区级,贵州,铜仁,,,,,,,,,
2月12日,地区级,贵州,黔东南州,,1.0,,,,,,,
2月12日,地区级,贵州,遵义,,,,,,,,,
2月12日,地区级,贵州,安顺,,,,,,,,,
2月12日,地区级,贵州,黔南州,,,,,,,,,
2月12日,地区级,贵州,毕节,,,,,,,,,
2月12日,地区级,贵州,黔西南州,,2.0,,,,,,,
2月12日,省级,海南,,12.0,7.0,1.0,,,,,27.0,4.0
2月12日,地区级,海南,三亚,8.0,,,,,,,,
2月12日,地区级,海南,海口,,1.0,,,,,,,
2月12日,地区级,海南,万宁,,1.0,,,,,,,
2月12日,地区级,海南,儋州,4.0,1.0,,,,,,,
2月12日,地区级,海南,澄迈县,,,,,,,,,
2月12日,地区级,海南,临高县,,1.0,,,,,,,
2月12日,地区级,海南,琼海,,,,,,,,,
2月12日,地区级,海南,昌江县,,,,,,,,,
2月12日,地区级,海南,陵水县,,,,,,,,,
2月12日,地区级,海南,保亭,,,,,,,,,
2月12日,地区级,海南,文昌,,1.0,,,,,,,
2月12日,地区级,海南,东方,,1.0,,,,,,,
2月12日,地区级,海南,定安县,,1.0,1.0,,,,,,
2月12日,地区级,海南,乐东,,,,,,,,,
2月12日,地区级,海南,琼中县,,,,,,,,,
2月12日,省级,河北,,14.0,6.0,1.0,,,,,54.0,3.0
2月12日,地区级,河北,沧州,5.0,,1.0,,,,,,
2月12日,地区级,河北,唐山,2.0,,,,,,,,
2月12日,地区级,河北,邯郸,2.0,2.0,,,,,,,
2月12日,地区级,河北,保定,,2.0,,,,,,,
2月12日,地区级,河北,石家庄,,,,,,,,,
2月12日,地区级,河北,廊坊,1.0,,,,,,,,
2月12日,地区级,河北,邢台,,,,,,,,,
2月12日,地区级,河北,张家口,4.0,1.0,,,,,,,
2月12日,地区级,河北,衡水,,,,,,,,,
2月12日,地区级,河北,承德,,,,,,,,,
2月12日,地区级,河北,秦皇岛,,1.0,,,,,,,
2月12日,省级,黑龙江,,17.0,3.0,1.0,,,,,31.0,9.0
2月12日,地区级,黑龙江,哈尔滨,9.0,,1.0,,,,,,
2月12日,地区级,黑龙江,双鸭山,,,,,,,,,
2月12日,地区级,黑龙江,绥化,2.0,,,,,,,,
2月12日,地区级,黑龙江,鸡西,1.0,,,,,,,,
2月12日,地区级,黑龙江,齐齐哈尔,,3.0,,,,,,,
2月12日,地区级,黑龙江,七台河,1.0,,,,,,,,
2月12日,地区级,黑龙江,佳木斯,,,,,,,,,
2月12日,地区级,黑龙江,大庆,,,,,,,,,
2月12日,地区级,黑龙江,牡丹江,,,,,,,,,
2月12日,地区级,黑龙江,鹤岗,,,,,,,,,
2月12日,地区级,黑龙江,黑河,4.0,,,,,,,,
2月12日,地区级,黑龙江,大兴安岭,,,,,,,,,
2月12日,省级,湖北,,14840.0,802.0,242.0,,,,,3441.0,1310.0
2月12日,地区级,湖北,武汉,13436.0,538.0,216.0,,,,,,
2月12日,地区级,湖北,孝感,123.0,28.0,4.0,,,,,,
2月12日,地区级,湖北,黄冈,264.0,89.0,4.0,,,,,,
2月12日,地区级,湖北,随州,31.0,11.0,2.0,,,,,,
2月12日,地区级,湖北,荆州,321.0,22.0,2.0,,,,,,
2月12日,地区级,湖北,襄阳,13.0,6.0,1.0,,,,,,
2月12日,地区级,湖北,黄石,37.0,17.0,3.0,,,,,,
2月12日,地区级,湖北,宜昌,26.0,10.0,3.0,,,,,,
2月12日,地区级,湖北,荆门,231.0,11.0,,,,,,,
2月12日,地区级,湖北,鄂州,204.0,23.0,2.0,,,,,,
2月12日,地区级,湖北,咸宁,9.0,19.0,1.0,,,,,,
2月12日,地区级,湖北,十堰,26.0,11.0,,,,,,,
2月12日,地区级,湖北,仙桃,20.0,5.0,3.0,,,,,,
2月12日,地区级,湖北,天门,69.0,1.0,,,,,,,
2月12日,地区级,湖北,恩施州,26.0,10.0,1.0,,,,,,
2月12日,地区级,湖北,潜江,4.0,,,,,,,,
2月12日,地区级,湖北,神农架,,1.0,,,,,,,
2月12日,省级,湖南,,22.0,49.0,,,,,,312.0,
2月12日,地区级,湖南,长沙,5.0,9.0,,,,,,,
2月12日,地区级,湖南,岳阳,2.0,18.0,,,,,,,
2月12日,地区级,湖南,邵阳,5.0,8.0,,,,,,,
2月12日,地区级,湖南,常德,2.0,6.0,,,,,,,
2月12日,地区级,湖南,娄底,3.0,4.0,,,,,,,
2月12日,地区级,湖南,株洲,4.0,2.0,,,,,,,
2月12日,地区级,湖南,益阳,1.0,,,,,,,,
2月12日,地区级,湖南,衡阳,,,,,,,,,
2月12日,地区级,湖南,永州,,,,,,,,,
2月12日,地区级,湖南,怀化,,,,,,,,,
2月12日,地区级,湖南,郴州,,1.0,,,,,,,
2月12日,地区级,湖南,湘潭,,1.0,,,,,,,
2月12日,地区级,湖南,湘西自治州,,,,,,,,,
2月12日,地区级,湖南,张家界,,,,,,,,,
2月12日,省级,吉林,,1.0,4.0,,,,,,22.0,1.0
2月12日,地区级,吉林,长春,,,,,,,,,
2月12日,地区级,吉林,四平,1.0,2.0,,,,,,,
2月12日,地区级,吉林,辽源,,1.0,,,,,,,
2月12日,地区级,吉林,吉林,,1.0,,,,,,,
2月12日,地区级,吉林,延边,,,,,,,,,
2月12日,地区级,吉林,通化,,,,,,,,,
2月12日,地区级,吉林,松原,,,,,,,,,
2月12日,地区级,吉林,白城,,,,,,,,,
2月12日,省级,江苏,,27.0,37.0,,,,,,131.0,
2月12日,地区级,江苏,南京,3.0,2.0,,,,,,,
2月12日,地区级,江苏,苏州,1.0,3.0,,,,,,,
2月12日,地区级,江苏,徐州,5.0,6.0,,,,,,,
2月12日,地区级,江苏,淮安,4.0,,,,,,,,
2月12日,地区级,江苏,无锡,1.0,4.0,,,,,,,
2月12日,地区级,江苏,连云港,3.0,,,,,,,,
2月12日,地区级,江苏,南通,1.0,5.0,,,,,,,
2月12日,地区级,江苏,泰州,1.0,9.0,,,,,,,
2月12日,地区级,江苏,常州,2.0,5.0,,,,,,,
2月12日,地区级,江苏,扬州,2.0,,,,,,,,
2月12日,地区级,江苏,盐城,4.0,3.0,,,,,,,
2月12日,地区级,江苏,镇江,,,,,,,,,
2月12日,地区级,江苏,宿迁,,,,,,,,,
2月12日,省级,江西,,28.0,18.0,,,,,,170.0,1.0
2月12日,地区级,江西,南昌,5.0,8.0,,1.0,,,,,
2月12日,地区级,江西,新余,4.0,2.0,,,,,,,
2月12日,地区级,江西,上饶,3.0,2.0,,,,,,,
2月12日,地区级,江西,九江,4.0,,,,,,,,
2月12日,地区级,江西,宜春,7.0,,,,,,,,
2月12日,地区级,江西,赣州,4.0,2.0,,,,,,,
2月12日,地区级,江西,抚州,1.0,3.0,,,,,,,
2月12日,地区级,江西,萍乡,,,,,,,,,
2月12日,地区级,江西,吉安,,,,-1.0,,,,,
2月12日,地区级,江西,鹰潭,,1.0,,,,,,,
2月12日,地区级,江西,景德镇,,,,,,,,,
2月12日,地区级,江西,赣江新区,,,,,,,,,
2月12日,省级,辽宁,,,1.0,1.0,,,,,20.0,1.0
2月12日,地区级,辽宁,沈阳,,,,,,,,,
2月12日,地区级,辽宁,大连,,,,,,,,,
2月12日,地区级,辽宁,锦州,,,,,,,,,
2月12日,地区级,辽宁,盘锦,,,,,,,,,
2月12日,地区级,辽宁,葫芦岛,,,1.0,,,,,,
2月12日,地区级,辽宁,阜新,,,,,,,,,
2月12日,地区级,辽宁,丹东,,,,,,,,,
2月12日,地区级,辽宁,朝阳市,,,,,,,,,
2月12日,地区级,辽宁,铁岭,,,,,,,,,
2月12日,地区级,辽宁,辽阳,,1.0,,,,,,,
2月12日,地区级,辽宁,鞍山,,,,,,,,,
2月12日,地区级,辽宁,本溪,,,,,,,,,
2月12日,地区级,辽宁,营口,,,,,,,,,
2月12日,省级,内蒙古,,1.0,1.0,,,,,,6.0,0.0
2月12日,地区级,内蒙古,包头,,,,,,,,,
2月12日,地区级,内蒙古,鄂尔多斯,,,,,,,,,
2月12日,地区级,内蒙古,呼和浩特,,,,,,,,,
2月12日,地区级,内蒙古,通辽,,,,,,,,,
2月12日,地区级,内蒙古,巴彦淖尔,,,,,,,,,
2月12日,地区级,内蒙古,呼伦贝尔,,,,,,,,,
2月12日,地区级,内蒙古,赤峰,,1.0,,,,,,,
2月12日,地区级,内蒙古,乌兰察布,,,,,,,,,
2月12日,地区级,内蒙古,锡林郭勒,1.0,,,,,,,,
2月12日,地区级,内蒙古,乌海,,,,,,,,,
2月12日,地区级,内蒙古,兴安盟,,,,,,,,,
2月12日,省级,宁夏,,6.0,2.0,,,,,,24.0,0.0
2月12日,地区级,宁夏,银川,1.0,2.0,,,,,,,
2月12日,地区级,宁夏,吴忠,3.0,,,,,,,,
2月12日,地区级,宁夏,固原,2.0,,,,,,,,
2月12日,地区级,宁夏,中卫,,,,,,,,,
2月12日,地区级,宁夏,石嘴山,,,,,,,,,
2月12日,地区级,宁夏,宁东,,,,,,,,,
2月12日,省级,青海,,,4.0,,,,,,9.0,0.0
2月12日,地区级,青海,西宁,,4.0,,,,,,,
2月12日,地区级,青海,海北州,,,,,,,,,
2月12日,省级,山东,,9.0,18.0,1.0,,,,,98.0,2.0
2月12日,地区级,山东,青岛,,1.0,,,,,,,
2月12日,地区级,山东,济南,,,,,,,,,
2月12日,地区级,山东,临沂,,2.0,,,,,,,
2月12日,地区级,山东,济宁,1.0,3.0,,,,,,,
2月12日,地区级,山东,烟台,3.0,4.0,,,,,,,
2月12日,地区级,山东,潍坊,,1.0,,,,,,,
2月12日,地区级,山东,威海,,1.0,,,,,,,
2月12日,地区级,山东,聊城,,1.0,,,,,,,
2月12日,地区级,山东,德州,2.0,,1.0,,,,,,
2月12日,地区级,山东,泰安,,3.0,,,,,,,
2月12日,地区级,山东,枣庄,,1.0,,,,,,,
2月12日,地区级,山东,淄博,3.0,,,,,,,,
2月12日,地区级,山东,菏泽,,1.0,,,,,,,
2月12日,地区级,山东,日照,,,,,,,,,
2月12日,地区级,山东,滨州,,,,,,,,,
2月12日,省级,山西,,2.0,3.0,,,,,,33.0,0.0
2月12日,地区级,山西,太原,,,,,,,,,
2月12日,地区级,山西,大同,1.0,1.0,,,,,,,
2月12日,地区级,山西,阳泉,,,,,,,,,
2月12日,地区级,山西,长治,,,,,,,,,
2月12日,地区级,山西,晋城,,,,,,,,,
2月12日,地区级,山西,朔州,,,,,,,,,
2月12日,地区级,山西,晋中,1.0,,,,,,,,
2月12日,地区级,山西,忻州,,,,,,,,,
2月12日,地区级,山西,运城,,2.0,,,,,,,
2月12日,地区级,山西,临汾,,,,,,,,,
2月12日,地区级,山西,吕梁,,,,,,,,,
2月12日,省级,陕西,,4.0,6.0,,,,,,42.0,0.0
2月12日,地区级,陕西,西安,4.0,,,,,,,,
2月12日,地区级,陕西,安康,,,,,,,,,
2月12日,地区级,陕西,汉中,,,,,,,,,
2月12日,地区级,陕西,咸阳,,,,,,,,,
2月12日,地区级,陕西,渭南,,,,,,,,,
2月12日,地区级,陕西,宝鸡,,3.0,,,,,,,
2月12日,地区级,陕西,延安,,3.0,,,,,,,
2月12日,地区级,陕西,铜川,,,,,,,,,
2月12日,地区级,陕西,商洛,,,,,,,,,
2月12日,地区级,陕西,榆林,,,,,,,,,
2月12日,省级,上海,,7.0,4.0,,,,,,57.0,1.0
2月12日,地区级,上海,外地来沪,,,,,,,,,
2月12日,地区级,上海,浦东,,2.0,,,,,,,
2月12日,地区级,上海,宝山,,,,,,,,,
2月12日,地区级,上海,闵行,1.0,1.0,,,,,,,
2月12日,地区级,上海,静安,,,,,,,,,
2月12日,地区级,上海,徐汇,1.0,1.0,,,,,,,
2月12日,地区级,上海,松江,,,,,,,,,
2月12日,地区级,上海,长宁,1.0,,,,,,,,
2月12日,地区级,上海,奉贤,,,,,,,,,
2月12日,地区级,上海,普陀,3.0,,,,,,,,
2月12日,地区级,上海,嘉定,,,,,,,,,
2月12日,地区级,上海,虹口,,,,,,,,,
2月12日,地区级,上海,杨浦,,,,,,,,,
2月12日,地区级,上海,黄浦,,,,,,,,,
2月12日,地区级,上海,青浦,,,,,,,,,
2月12日,地区级,上海,金山,,,,,,,,,
2月12日,地区级,上海,崇明,1.0,,,,,,,,
2月12日,省级,四川,,15.0,8.0,,,,,,93.0,1.0
2月12日,地区级,四川,成都,6.0,1.0,,,,,,,
2月12日,地区级,四川,自贡,,,,,,,,,
2月12日,地区级,四川,攀枝花,,,,,,,,,
2月12日,地区级,四川,泸州,,,,,,,,,
2月12日,地区级,四川,德阳,1.0,,,,,,,,
2月12日,地区级,四川,绵阳,,,,,,,,,
2月12日,地区级,四川,广元,,,,,,,,,
2月12日,地区级,四川,遂宁,,2.0,,,,,,,
2月12日,地区级,四川,内江,1.0,1.0,,,,,,,
2月12日,地区级,四川,乐山,,,,,,,,,
2月12日,地区级,四川,南充,1.0,1.0,,,,,,,
2月12日,地区级,四川,宜宾,1.0,,,,,,,,
2月12日,地区级,四川,广安,,2.0,,,,,,,
2月12日,地区级,四川,达州,3.0,,,,,,,,
2月12日,地区级,四川,巴中,,,,,,,,,
2月12日,地区级,四川,雅安,1.0,,,,,,,,
2月12日,地区级,四川,眉山,,,,,,,,,
2月12日,地区级,四川,资阳,,,,,,,,,
2月12日,地区级,四川,阿坝,,,,,,,,,
2月12日,地区级,四川,甘孜,1.0,1.0,,,,,,,
2月12日,地区级,四川,凉山,,,,,,,,,
2月12日,省级,台湾,,,,,,,,,1.0,0.0
2月12日,地区级,台湾,台湾,,,,,,,,,
2月12日,省级,天津,,6.0,1.0,,,,,,11.0,2.0
2月12日,地区级,天津,宝坻区,4.0,,,,,,,,
2月12日,地区级,天津,河北区,1.0,,,,,,,,
2月12日,地区级,天津,河东区,,,,,,,,,
2月12日,地区级,天津,外地来津,,,,,,,,,
2月12日,地区级,天津,和平区,,,,,,,,,
2月12日,地区级,天津,河西区,,,,,,,,,
2月12日,地区级,天津,宁河区,,,,,,,,,
2月12日,地区级,天津,西青区,,1.0,,,,,,,
2月12日,地区级,天津,东丽区,,,,,,,,,
2月12日,地区级,天津,滨海新区,,,,,,,,,
2月12日,地区级,天津,南开区,,,,,,,,,
2月12日,地区级,天津,红桥区,,,,,,,,,
2月12日,地区级,天津,北辰区,1.0,,,,,,,,
2月12日,地区级,天津,津南区,,,,,,,,,
2月12日,地区级,天津,武清区,,,,,,,,,
2月12日,省级,西藏,,,,,,,,,1.0,0.0
2月12日,地区级,西藏,拉萨,,,,,,,,,
2月12日,省级,香港,,1.0,1.0,,,,,,2.0,1.0
2月12日,地区级,香港,香港,1.0,1.0,,,,,,,
2月12日,省级,新疆,,4.0,,1.0,,,,,3.0,1.0
2月12日,地区级,新疆,乌鲁木齐,1.0,,,,,,,,
2月12日,地区级,新疆,伊犁州,2.0,,,,,,,,
2月12日,地区级,新疆,昌吉州,,,,,,,,,
2月12日,地区级,新疆,巴州,,,,,,,,,
2月12日,地区级,新疆,阿克苏,,,,,,,,,
2月12日,地区级,新疆,兵团第一师,,,,,,,,,
2月12日,地区级,新疆,兵团第二师,,,,,,,,,
2月12日,地区级,新疆,兵团第三师,,,,,,,,,
2月12日,地区级,新疆,兵团第四师,1.0,,,,,,,,
2月12日,地区级,新疆,兵团第五师,,,,,,,,,
2月12日,地区级,新疆,兵团第六师,,,,,,,,,
2月12日,地区级,新疆,兵团第七师,,,,,,,,,
2月12日,地区级,新疆,兵团第八师,,,1.0,,,,,,
2月12日,地区级,新疆,兵团第九师,,,,,,,,,
2月12日,地区级,新疆,兵团第十师,,,,,,,,,
2月12日,地区级,新疆,兵团第十一师,,,,,,,,,
2月12日,地区级,新疆,兵团第十二师,,,,,,,,,
2月12日,地区级,新疆,兵团第十三师,,,,,,,,,
2月12日,地区级,新疆,兵团第十四师,,,,,,,,,
2月12日,地区级,新疆,吐鲁番,,,,,,,,,
2月12日,省级,云南,,1.0,3.0,,,,,,23.0,0.0
2月12日,地区级,云南,昆明,1.0,1.0,,,,,,,
2月12日,地区级,云南,西双版纳州,,,,,,,,,
2月12日,地区级,云南,玉溪,,,,,,,,,
2月12日,地区级,云南,大理,,1.0,,,,,,,
2月12日,地区级,云南,昭通,,,,,,,,,
2月12日,地区级,云南,曲靖,,,,,,,,,
2月12日,地区级,云南,保山,,,,,,,,,
2月12日,地区级,云南,丽江,,,,,,,,,
2月12日,地区级,云南,红河,,1.0,,,,,,,
2月12日,地区级,云南,德宏州,,,,,,,,,
2月12日,地区级,云南,普洱,,,,,,,,,
2月12日,地区级,云南,楚雄州,,,,,,,,,
2月12日,地区级,云南,文山州,,,,,,,,,
2月12日,地区级,云南,临沧,,,,,,,,,
2月12日,省级,浙江,,14.0,48.0,,,,,,327.0,
2月12日,地区级,浙江,温州,9.0,13.0,,,,,,,
2月12日,地区级,浙江,杭州,3.0,12.0,,,,,,,
2月12日,地区级,浙江,宁波,,7.0,,,,,,,
2月12日,地区级,浙江,台州,1.0,8.0,,,,,,,
2月12日,地区级,浙江,金华,1.0,4.0,,,,,,,
2月12日,地区级,浙江,绍兴,,2.0,,,,,,,
2月12日,地区级,浙江,嘉兴,,,,,,,,,
2月12日,地区级,浙江,丽水,,2.0,,,,,,,
2月12日,地区级,浙江,衢州,,,,,,,,,
2月12日,地区级,浙江,湖州,,,,,,,,,
2月12日,地区级,浙江,舟山,,,,,,,,,
2月12日,省级,重庆,,13.0,23.0,,,,,,102.0,3.0
2月12日,地区级,重庆,万州区,2.0,2.0,,,,,,,
2月12日,地区级,重庆,江北区,,,,,,,,,
2月12日,地区级,重庆,垫江县,,,,,,,,,
2月12日,地区级,重庆,云阳县,,1.0,,,,,,,
2月12日,地区级,重庆,九龙坡区,,2.0,,,,,,,
2月12日,地区级,重庆,渝中区,,,,,,,,,
2月12日,地区级,重庆,忠县,,1.0,,,,,,,
2月12日,地区级,重庆,合川区,1.0,,,,,,,,
2月12日,地区级,重庆,开州区,,1.0,,,,,,,
2月12日,地区级,重庆,两江新区,1.0,2.0,,,,,,,
2月12日,地区级,重庆,长寿区,1.0,5.0,,,,,,,
2月12日,地区级,重庆,綦江区,5.0,1.0,,,,,,,
2月12日,地区级,重庆,奉节县,1.0,,,,,,,,
2月12日,地区级,重庆,渝北区,,1.0,,,,,,,
2月12日,地区级,重庆,潼南区,,,,,,,,,
2月12日,地区级,重庆,大足区,,,,,,,,,
2月12日,地区级,重庆,巫溪县,,2.0,,,,,,,
2月12日,地区级,重庆,石柱县,,,,,,,,,
2月12日,地区级,重庆,巫山县,,,,,,,,,
2月12日,地区级,重庆,丰都县,,,,,,,,,
2月12日,地区级,重庆,璧山区,,1.0,,,,,,,
2月12日,地区级,重庆,荣昌区,,,,,,,,,
2月12日,地区级,重庆,铜梁区,,,,,,,,,
2月12日,地区级,重庆,南岸区,2.0,1.0,,,,,,,
2月12日,地区级,重庆,大渡口区,,2.0,,,,,,,
2月12日,地区级,重庆,永川区,,,,,,,,,
2月12日,地区级,重庆,巴南区,,,,,,,,,
2月12日,地区级,重庆,江津区,,,,,,,,,
2月12日,地区级,重庆,高新区,,,,,,,,,
2月12日,地区级,重庆,梁平区,,1.0,,,,,,,
2月12日,地区级,重庆,涪陵区,,,,,,,,,
2月12日,地区级,重庆,沙坪坝区,,,,,,,,,
2月12日,地区级,重庆,城口县,,,,,,,,,
2月12日,地区级,重庆,彭水县,,,,,,,,,
2月12日,地区级,重庆,黔江区,,,,,,,,,
2月12日,地区级,重庆,万盛经开区,,,,,,,,,
2月12日,地区级,重庆,酉阳县,,,,,,,,,
2月12日,地区级,重庆,武隆区,,,,,,,,,
2月12日,地区级,重庆,秀山县,,,,,,,,,
2月12日,国家级,,,15152.0,1171.0,254.0,-1.0,,,,,
2月12日,省级,北京,,14.0,12.0,,,,,,68.0,3.0
2月12日,地区级,北京,朝阳,,,,,,,,,
