公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,新增无症状感染人数,新增无症状感染治愈人数,新增无症状感染死亡人数,核减,治愈核减,死亡核减,累计确诊人数,累计治愈人数,累计死亡人数,累计无症状感染人数,累计无症状感染治愈人数,累计无症状感染死亡人数
4月10日,地区级,湖北,仙桃,,1.0,,,,,,,,575.0,553.0,22.0,,,
4月10日,地区级,湖北,天门,,,,,,,,,,496.0,481.0,15.0,,,
4月10日,地区级,湖北,恩施州,,,,,,,,,,252.0,245.0,7.0,,,
4月10日,地区级,湖北,潜江,,,,,,,,,,198.0,189.0,9.0,,,
4月10日,地区级,湖北,神农架,,,,,,,,,,11.0,11.0,,,,
4月10日,地区级,湖北,监狱系统,,,,,,,,,,,,,,,
4月10日,地区级,湖北,地区待确认,,,,17.0,19.0,,,,,,,,673.0,,
4月10日,省级,湖北,,0.0,28.0,3.0,17.0,19.0,,,,,67803.0,64264.0,3219.0,673.0,,
4月10日,地区级,内蒙古,通辽,,,,,,,,,,7.0,7.0,,,,
4月10日,地区级,内蒙古,鄂尔多斯,,,,,,,,,,11.0,11.0,,,,
4月10日,地区级,内蒙古,包头,,,,,,,,,,11.0,11.0,,,,
4月10日,地区级,内蒙古,赤峰,,,,,,,,,,9.0,9.0,,,,
4月10日,地区级,内蒙古,巴彦淖尔,,,,,,,,,,8.0,7.0,1.0,,,
4月10日,地区级,内蒙古,锡林郭勒,,,,,,,,,,9.0,9.0,,,,
4月10日,地区级,内蒙古,呼和浩特,,,,,,,,,,7.0,7.0,,,,
4月10日,地区级,内蒙古,呼伦贝尔,,,,,,,,,,7.0,7.0,,,,
4月10日,地区级,内蒙古,乌兰察布,,,,,,,,,,3.0,3.0,,,,
4月10日,地区级,内蒙古,兴安盟,,,,,,,,,,1.0,1.0,,,,
4月10日,地区级,内蒙古,乌海,,,,,,,,,,2.0,2.0,,,,
4月10日,地区级,内蒙古,地区待确认,,,,,,,,,,,,,1.0,1.0,
4月10日,地区级,内蒙古,境外输入,27.0,,,,,,,,,80.0,5.0,,,,
4月10日,省级,内蒙古,,27.0,,,,,,,,,155.0,79.0,1.0,1.0,1.0,
4月10日,地区级,四川,成都,,,,,,,,,,144.0,141.0,3.0,,,
4月10日,地区级,四川,自贡,,,,,,,,,,9.0,9.0,,,,
4月10日,地区级,四川,攀枝花,,,,,,,,,,16.0,16.0,,,,
4月10日,地区级,四川,泸州,,,,,,,,,,24.0,24.0,,,,
4月10日,地区级,四川,德阳,,,,,,,,,,18.0,18.0,,,,
4月10日,地区级,四川,绵阳,,,,,,,,,,22.0,22.0,,,,
4月10日,地区级,四川,广元,,,,,,,,,,6.0,6.0,,,,
4月10日,地区级,四川,遂宁,,,,,,,,,,17.0,17.0,,,,
4月10日,地区级,四川,内江,,,,,,,,,,22.0,22.0,,,,
4月10日,地区级,四川,乐山,,,,,,,,,,3.0,3.0,,,,
4月10日,地区级,四川,南充,,,,,,,,,,39.0,39.0,,,,
4月10日,地区级,四川,宜宾,,,,,,,,,,12.0,12.0,,,,
4月10日,地区级,四川,广安,,,,,,,,,,30.0,30.0,,,,
4月10日,地区级,四川,达州,,,,,,,,,,42.0,42.0,,,,
4月10日,地区级,四川,巴中,,,,,,,,,,24.0,24.0,,,,
4月10日,地区级,四川,雅安,,,,,,,,,,7.0,7.0,,,,
4月10日,地区级,四川,眉山,,,,,,,,,,8.0,8.0,,,,
4月10日,地区级,四川,资阳,,,,,,,,,,4.0,4.0,,,,
4月10日,地区级,四川,阿坝,,,,,,,,,,1.0,1.0,,,,
4月10日,地区级,四川,甘孜,,,,,,,,,,78.0,78.0,,,,
4月10日,地区级,四川,凉山,,,,,,,,,,13.0,13.0,,,,
4月10日,地区级,四川,境外输入,,1.0,,,,,,,,21.0,11.0,,,,
4月10日,地区级,四川,地区待确认,,,,,,,,,,,,,,,
4月10日,省级,四川,,,1.0,,,,,,,,560.0,547.0,3.0,,,
4月10日,地区级,广东,深圳,,,,,,,,,,419.0,414.0,3.0,12.0,,
4月10日,地区级,广东,广州,3.0,,,10.0,,,,,,358.0,340.0,1.0,24.0,,
4月10日,地区级,广东,珠海,,,,,,,,,,98.0,97.0,1.0,,,
4月10日,地区级,广东,佛山,,,,,,,,,,85.0,80.0,,3.0,,
4月10日,地区级,广东,东莞,,,,,,,,,,99.0,98.0,1.0,6.0,,
4月10日,地区级,广东,中山,,,,,,,,,,66.0,64.0,,1.0,,
4月10日,地区级,广东,惠州,,,,,,,,,,62.0,62.0,,1.0,,
4月10日,地区级,广东,汕头,,,,,,,,,,25.0,24.0,,1.0,,
4月10日,地区级,广东,江门,,,,,,,,,,23.0,23.0,,,,
4月10日,地区级,广东,湛江,,,,,,,,,,22.0,22.0,,,,
4月10日,地区级,广东,肇庆,,,,,,,,,,19.0,18.0,1.0,,,
4月10日,地区级,广东,梅州,,,,,,,,,,16.0,16.0,,,,
4月10日,地区级,广东,阳江,,,,,,,,,,14.0,14.0,,,,
4月10日,地区级,广东,茂名,,,,,,,,,,14.0,14.0,,,,
4月10日,地区级,广东,清远,,,,,,,,,,12.0,12.0,,,,
4月10日,地区级,广东,韶关,,,,,,,,,,10.0,9.0,1.0,,,
4月10日,地区级,广东,揭阳,,,,,,,,,,10.0,8.0,,,,
4月10日,地区级,广东,汕尾,,,,,,,,,,5.0,5.0,,,,
4月10日,地区级,广东,潮州,,,,,,,,,,5.0,5.0,,,,
4月10日,地区级,广东,河源,,,,,,,,,,5.0,3.0,,,,
4月10日,地区级,广东,境外输入,1.0,,,,,,,,,181.0,84.0,,,,
4月10日,地区级,广东,地区待确认,,3.0,,,,,,,,,25.0,,,,
4月10日,省级,广东,,4.0,3.0,,11.0,,,,,,1548.0,1437.0,8.0,38.0,,
4月10日,地区级,云南,昆明,,,,,,,,,,53.0,53.0,,,,
4月10日,地区级,云南,西双版纳州,,,,,,,,,,15.0,14.0,1.0,,,
4月10日,地区级,云南,玉溪,,,,,,,,,,14.0,13.0,1.0,,,
4月10日,地区级,云南,昭通,,,,,,,,,,25.0,25.0,,,,
4月10日,地区级,云南,曲靖,,,,,,,,,,13.0,13.0,,,,
4月10日,地区级,云南,大理,,,,,,,,,,13.0,13.0,,,,
4月10日,地区级,云南,保山,,,,,,,,,,9.0,9.0,,,,
4月10日,地区级,云南,丽江,,,,,,,,,,7.0,7.0,,,,
4月10日,地区级,云南,红河,,,,,,,,,,9.0,9.0,,,,
4月10日,地区级,云南,德宏州,,,,,,,,,,5.0,5.0,,,,
4月10日,地区级,云南,楚雄州,,,,,,,,,,4.0,4.0,,,,
4月10日,地区级,云南,普洱,,,,,,,,,,4.0,4.0,,,,
4月10日,地区级,云南,文山州,,,,,,,,,,2.0,2.0,,,,
4月10日,地区级,云南,临沧,,,,,,,,,,1.0,1.0,,,,
4月10日,地区级,云南,地区待确认,,,,,,,,,,,,,3.0,,
4月10日,地区级,云南,境外输入,,1.0,,,,,,,,10.0,2.0,,,,
4月10日,省级,云南,,,1.0,,,,,,,,184.0,174.0,2.0,4.0,,
4月11日,地区级,天津,宝坻区,,,,,,,,,,60.0,58.0,2.0,,,
4月11日,地区级,天津,河东区,,,,,,,,,,15.0,14.0,1.0,,,
4月11日,地区级,天津,河北区,,,,,,,,,,12.0,12.0,,,,
4月11日,地区级,天津,和平区,,,,,,,,,,6.0,6.0,,,,
4月11日,地区级,天津,河西区,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,天津,宁河区,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,天津,东丽区,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,天津,西青区,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,天津,南开区,,,,,,,,,,6.0,6.0,,,,
4月11日,地区级,天津,滨海新区,,,,,,,,,,3.0,3.0,,,,
4月11日,地区级,天津,红桥区,,,,,,,,,,2.0,2.0,,,,
4月11日,地区级,天津,津南区,,,,,,,,,,2.0,2.0,,,,
4月11日,地区级,天津,北辰区,,,,,,,,,,6.0,6.0,,,,
4月11日,地区级,天津,武清区,,,,,,,,,,2.0,2.0,,,,
4月11日,地区级,天津,外地来津,,,,,,,,,,6.0,6.0,,,,
4月11日,地区级,天津,境外输入,,3.0,,,,,,,,47.0,28.0,,1.0,,
4月11日,省级,天津,,,3.0,,,,,,,,183.0,161.0,3.0,1.0,,
4月11日,地区级,浙江,杭州,,,,,,,,,,181.0,181.0,,,,
4月11日,地区级,浙江,宁波,,,,,,,,,,157.0,157.0,,,,
4月11日,地区级,浙江,温州,,,,,,,,,,504.0,503.0,1.0,,,
4月11日,地区级,浙江,湖州,,,,,,,,,,10.0,10.0,,,,
4月11日,地区级,浙江,嘉兴,,,,,,,,,,46.0,45.0,,,,
4月11日,地区级,浙江,绍兴,,,,,,,,,,42.0,42.0,,,,
4月11日,地区级,浙江,金华,,,,,,,,,,55.0,55.0,,,,
4月11日,地区级,浙江,衢州,,,,,,,,,,14.0,14.0,,,,
4月11日,地区级,浙江,舟山,,,,,,,,,,10.0,10.0,,,,
4月11日,地区级,浙江,台州,,,,,,,,,,146.0,146.0,,,,
4月11日,地区级,浙江,丽水,,,,,,,,,,17.0,17.0,,,,
4月11日,地区级,浙江,省十里丰监狱,,,,,,,,,,36.0,36.0,,,,
4月11日,地区级,浙江,地区待确认,,,,1.0,,,,,,,,,16.0,,
4月11日,地区级,浙江,境外输入,,2.0,,,,,,,,49.0,22.0,,47.0,9.0,
4月11日,省级,浙江,,,2.0,,1.0,,,,,,1267.0,1238.0,1.0,63.0,9.0,
4月11日,地区级,广东,深圳,,,,2.0,,,,,,419.0,414.0,3.0,14.0,,
4月11日,地区级,广东,广州,,,,20.0,,,,,,358.0,340.0,1.0,44.0,,
4月11日,地区级,广东,珠海,,,,,,,,,,98.0,97.0,1.0,,,
4月11日,地区级,广东,佛山,,,,4.0,,,,,,85.0,80.0,,7.0,,
4月11日,地区级,广东,东莞,,,,,,,,,,99.0,98.0,1.0,6.0,,
4月11日,地区级,广东,中山,,,,,,,,,,66.0,64.0,,1.0,,
4月11日,地区级,广东,惠州,,,,,,,,,,62.0,62.0,,1.0,,
4月11日,地区级,广东,汕头,,,,,,,,,,25.0,24.0,,1.0,,
4月11日,地区级,广东,江门,,,,,,,,,,23.0,23.0,,,,
4月11日,地区级,广东,湛江,,,,,,,,,,22.0,22.0,,,,
4月11日,地区级,广东,肇庆,,,,,,,,,,19.0,18.0,1.0,,,
4月11日,地区级,广东,梅州,,,,,,,,,,16.0,16.0,,,,
4月11日,地区级,广东,阳江,,,,,,,,,,14.0,14.0,,,,
4月11日,地区级,广东,茂名,,,,,,,,,,14.0,14.0,,,,
4月11日,地区级,广东,清远,,,,,,,,,,12.0,12.0,,,,
4月11日,地区级,广东,韶关,,,,,,,,,,10.0,9.0,1.0,,,
4月11日,地区级,广东,揭阳,,,,,,,,,,10.0,8.0,,,,
4月11日,地区级,广东,汕尾,,,,,,,,,,5.0,5.0,,,,
4月11日,地区级,广东,潮州,,,,,,,,,,5.0,5.0,,,,
4月11日,地区级,广东,河源,,,,,,,,,,5.0,3.0,,,,
4月11日,地区级,广东,境外输入,4.0,,,,,,,,,183.0,84.0,,,,
4月11日,地区级,广东,地区待确认,,6.0,,,,,,,,,31.0,,,,
4月11日,省级,广东,,4.0,6.0,,26.0,,,,,,1552.0,1443.0,8.0,74.0,,
4月11日,地区级,四川,成都,,,,,,,,,,144.0,141.0,3.0,,,
4月11日,地区级,四川,自贡,,,,,,,,,,9.0,9.0,,,,
4月11日,地区级,四川,攀枝花,,,,,,,,,,16.0,16.0,,,,
4月11日,地区级,四川,泸州,,,,,,,,,,24.0,24.0,,,,
4月11日,地区级,四川,德阳,,,,,,,,,,18.0,18.0,,,,
4月11日,地区级,四川,绵阳,,,,,,,,,,22.0,22.0,,,,
4月11日,地区级,四川,广元,,,,,,,,,,6.0,6.0,,,,
4月11日,地区级,四川,遂宁,,,,,,,,,,17.0,17.0,,,,
4月11日,地区级,四川,内江,,,,,,,,,,22.0,22.0,,,,
4月11日,地区级,四川,乐山,,,,,,,,,,3.0,3.0,,,,
4月11日,地区级,四川,南充,,,,,,,,,,39.0,39.0,,,,
4月11日,地区级,四川,宜宾,,,,,,,,,,12.0,12.0,,,,
4月11日,地区级,四川,广安,,,,,,,,,,30.0,30.0,,,,
4月11日,地区级,四川,达州,,,,,,,,,,42.0,42.0,,,,
4月11日,地区级,四川,巴中,,,,,,,,,,24.0,24.0,,,,
4月11日,地区级,四川,雅安,,,,,,,,,,7.0,7.0,,,,
4月11日,地区级,四川,眉山,,,,,,,,,,8.0,8.0,,,,
4月11日,地区级,四川,资阳,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,四川,阿坝,,,,,,,,,,1.0,1.0,,,,
4月11日,地区级,四川,甘孜,,,,,,,,,,78.0,78.0,,,,
4月11日,地区级,四川,凉山,,,,,,,,,,13.0,13.0,,,,
4月11日,地区级,四川,境外输入,,,,,,,,,,21.0,11.0,,,,
4月11日,地区级,四川,地区待确认,,,,2.0,,,,,,,,,2.0,,
4月11日,省级,四川,,,,,2.0,,,,,,560.0,547.0,3.0,2.0,,
4月11日,地区级,内蒙古,通辽,,,,,,,,,,7.0,7.0,,,,
4月11日,地区级,内蒙古,鄂尔多斯,,,,,,,,,,11.0,11.0,,,,
4月11日,地区级,内蒙古,包头,,,,,,,,,,11.0,11.0,,,,
4月11日,地区级,内蒙古,赤峰,,,,,,,,,,9.0,9.0,,,,
4月11日,地区级,内蒙古,巴彦淖尔,,,,,,,,,,8.0,7.0,1.0,,,
4月11日,地区级,内蒙古,锡林郭勒,,,,,,,,,,9.0,9.0,,,,
4月11日,地区级,内蒙古,呼和浩特,,,,,,,,,,7.0,7.0,,,,
4月11日,地区级,内蒙古,呼伦贝尔,,,,,,,,,,7.0,7.0,,,,
4月11日,地区级,内蒙古,乌兰察布,,,,,,,,,,3.0,3.0,,,,
4月11日,地区级,内蒙古,兴安盟,,,,,,,,,,1.0,1.0,,,,
4月11日,地区级,内蒙古,乌海,,,,,,,,,,2.0,2.0,,,,
4月11日,地区级,内蒙古,地区待确认,,,,,,,,,,,,,1.0,1.0,
4月11日,地区级,内蒙古,境外输入,,4.0,,,,,,,,80.0,9.0,,,,
4月11日,省级,内蒙古,,,4.0,,,,,,,,155.0,83.0,1.0,1.0,1.0,
4月11日,地区级,陕西,西安,,,,,,,,,,120.0,117.0,3.0,,,
4月11日,地区级,陕西,宝鸡,,,,,,,,,,13.0,13.0,,,,
4月11日,地区级,陕西,咸阳,,,,,,,,,,18.0,18.0,,,,
4月11日,地区级,陕西,铜川,,,,,,,,,,8.0,8.0,,,,
4月11日,地区级,陕西,渭南,,,,,,,,,,16.0,16.0,,,,
4月11日,地区级,陕西,延安,,,,,,,,,,8.0,8.0,,,,
4月11日,地区级,陕西,榆林,,,,,,,,,,3.0,3.0,,,,
4月11日,地区级,陕西,汉中,,,,,,,,,,26.0,26.0,,,,
4月11日,地区级,陕西,安康,,,,,,,,,,26.0,26.0,,,,
4月11日,地区级,陕西,商洛,,,,,,,,,,7.0,7.0,,,,
4月11日,地区级,陕西,地区待确认,,,,,,,,,,,,,,,
4月11日,地区级,陕西,境外输入,,,,,,,,,,11.0,6.0,,2.0,,
4月11日,省级,陕西,,,,,,,,,,,256.0,248.0,3.0,2.0,,
4月11日,地区级,山东,济南,,,,,,,,,,47.0,47.0,,,,
4月11日,地区级,山东,青岛,,,,,,,,,,63.0,60.0,1.0,,,
4月11日,地区级,山东,淄博,,,,,,,,,,30.0,29.0,1.0,,,
4月11日,地区级,山东,枣庄,,,,,,,,,,24.0,24.0,,,,
4月11日,地区级,山东,东营,,,,,,,,,,,,,,,
4月11日,地区级,山东,烟台,,,,,,,,,,47.0,47.0,,,,
4月11日,地区级,山东,潍坊,,,,,,,,,,44.0,44.0,,,,
4月11日,地区级,山东,济宁,,,,,,,,,,60.0,260.0,,,,
4月11日,地区级,山东,泰安,,,,,,,,,,35.0,33.0,2.0,,,
4月11日,地区级,山东,威海,,,,,,,,,,38.0,37.0,1.0,,,
4月11日,地区级,山东,日照,,,,,,,,,,16.0,16.0,,,,
4月11日,地区级,山东,临沂,,,,,,,,,,49.0,49.0,,,,
4月11日,地区级,山东,德州,,,,,,,,,,37.0,35.0,2.0,,,
4月11日,地区级,山东,聊城,,,,,,,,,,38.0,38.0,,,,
4月11日,地区级,山东,滨州,,,,,,,,,,15.0,15.0,,,,
4月11日,地区级,山东,菏泽,,,,,,,,,,18.0,18.0,,,,
4月11日,地区级,山东,任城监狱,,,,,,,,,,200.0,,,,,
4月11日,地区级,山东,外省输入,,,,,,,,,,,,,1.0,,
4月11日,地区级,山东,地区待确认,,,,,,,,,,,,,1.0,,
4月11日,地区级,山东,境外输入,,,,,2.0,,,,,23.0,5.0,,10.0,2.0,
4月11日,省级,山东,,,,,,2.0,,,,,784.0,757.0,7.0,12.0,2.0,
4月11日,地区级,安徽,合肥,,,,,,,,,,174.0,173.0,1.0,,,
4月11日,地区级,安徽,淮北,,,,,,,,,,27.0,27.0,,,,
4月11日,地区级,安徽,亳州,,,,,,,,,,108.0,108.0,,,,
4月11日,地区级,安徽,宿州,,,,,,,,,,41.0,41.0,,,,
4月11日,地区级,安徽,蚌埠,,,,,,,,,,160.0,155.0,5.0,,,
4月11日,地区级,安徽,阜阳,,,,,,,,,,155.0,155.0,,,,
4月11日,地区级,安徽,滁州,,,,,,,,,,13.0,13.0,,,,
4月11日,地区级,安徽,六安,,,,,,,,,,69.0,69.0,,,,
4月11日,地区级,安徽,铜陵,,,,,,,,,,29.0,29.0,,,,
4月11日,地区级,安徽,马鞍山,,,,,,,,,,38.0,38.0,,,,
4月11日,地区级,安徽,池州,,,,,,,,,,17.0,17.0,,,,
4月11日,地区级,安徽,安庆,,,,,,,,,,83.0,83.0,,,,
4月11日,地区级,安徽,淮南,,,,,,,,,,27.0,27.0,,,,
4月11日,地区级,安徽,芜湖,,,,,,,,,,34.0,34.0,,,,
4月11日,地区级,安徽,宣城,,,,,,,,,,6.0,6.0,,,,
4月11日,地区级,安徽,黄山,,,,,,,,,,9.0,9.0,,,,
4月11日,地区级,安徽,地区待确认,,,,,,,,,,,,,2.0,2.0,
4月11日,地区级,安徽,境外输入,,,,,1.0,,,,,1.0,,,7.0,3.0,
4月11日,省级,安徽,,,,,,1.0,,,,,991.0,984.0,6.0,9.0,5.0,
4月11日,地区级,甘肃,兰州,,,,,,,,,,37.0,35.0,2.0,,,
4月11日,地区级,甘肃,嘉峪关,,,,,,,,,,,,,,,
4月11日,地区级,甘肃,金昌,,,,,,,,,,1.0,1.0,,,,
4月11日,地区级,甘肃,白银,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,甘肃,天水,,,,,,,,,,12.0,12.0,,,,
4月11日,地区级,甘肃,武威,,,,,,,,,,,,,,,
4月11日,地区级,甘肃,张掖,,,,,,,,,,2.0,2.0,,,,
4月11日,地区级,甘肃,平凉,,,,,,,,,,9.0,9.0,,,,
4月11日,地区级,甘肃,酒泉,,,,,,,,,,,,,,,
4月11日,地区级,甘肃,庆阳,,,,,,,,,,3.0,3.0,,,,
4月11日,地区级,甘肃,定西,,,,,,,,,,9.0,9.0,,,,
4月11日,地区级,甘肃,陇南,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,甘肃,临夏,,,,,,,,,,3.0,3.0,,,,
4月11日,地区级,甘肃,甘南州,,,,,,,,,,8.0,8.0,,,,
4月11日,地区级,甘肃,地区待确认,,,,,,,,,,,,,,,
4月11日,地区级,甘肃,境外输入,,,,,,,,,,47.0,45.0,,1.0,,
4月11日,省级,甘肃,,,,,,,,,,,139.0,135.0,2.0,1.0,,
4月11日,地区级,北京,东城,,,,,,,,,,14.0,,,,,
4月11日,地区级,北京,西城,,,,,,,,,,53.0,,,,,
4月11日,地区级,北京,朝阳,,,,,,,,,,72.0,,,,,
4月11日,地区级,北京,丰台,,,,,,,,,,43.0,,,,,
4月11日,地区级,北京,石景山,,,,,,,,,,14.0,,,,,
4月11日,地区级,北京,海淀,,,,,,,,,,64.0,,,,,
4月11日,地区级,北京,门头沟,,,,,,,,,,3.0,,,,,
4月11日,地区级,北京,房山,,,,,,,,,,16.0,,,,,
4月11日,地区级,北京,通州,,,,,,,,,,19.0,,,,,
4月11日,地区级,北京,顺义,,,,,,,,,,10.0,,,,,
4月11日,地区级,北京,昌平,,,,,,,,,,29.0,,,,,
4月11日,地区级,北京,大兴,,,,,,,,,,39.0,,,,,
4月11日,地区级,北京,怀柔,,,,,,,,,,7.0,,,,,
4月11日,地区级,北京,平谷,,,,,,,,,,,,,,,
4月11日,地区级,北京,密云,,,,,,,,,,7.0,,,,,
4月11日,地区级,北京,延庆,,,,,,,,,,1.0,,,,,
4月11日,地区级,北京,外地来京,,,,,,,,,,25.0,,,,,
4月11日,地区级,北京,境外输入,,,,,,,,,,173.0,,,,,
4月11日,地区级,北京,地区待确认,,5.0,,,,,,,,,479.0,8.0,,,
4月11日,省级,北京,,,5.0,,,,,,,,589.0,479.0,8.0,,,
4月11日,地区级,重庆,万州区,,,,,,,,,,118.0,114.0,4.0,,,
4月11日,地区级,重庆,黔江区,,,,,,,,,,2.0,2.0,,,,
4月11日,地区级,重庆,涪陵区,,,,,,,,,,5.0,5.0,,,,
4月11日,地区级,重庆,渝中区,,,,,,,,,,20.0,20.0,,,,
4月11日,地区级,重庆,大渡口区,,,,,,,,,,7.0,7.0,,,,
4月11日,地区级,重庆,江北区,,,,,,,,,,28.0,28.0,,,,
4月11日,地区级,重庆,沙坪坝区,,,,,,,,,,9.0,9.0,,,,
4月11日,地区级,重庆,九龙坡区,,,,,,,,,,21.0,20.0,1.0,,,
4月11日,地区级,重庆,南岸区,,,,,,,,,,15.0,15.0,,,,
4月11日,地区级,重庆,北碚区,,,,,,,,,,,,,,,
4月11日,地区级,重庆,渝北区,,,,,,,,,,17.0,17.0,,,,
4月11日,地区级,重庆,巴南区,,,,,,,,,,6.0,6.0,,,,
4月11日,地区级,重庆,长寿区,,,,,,,,,,22.0,22.0,,,,
4月11日,地区级,重庆,江津区,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,重庆,合川区,,,,,,,,,,23.0,23.0,,,,
4月11日,地区级,重庆,永川区,,,,,,,,,,5.0,5.0,,,,
4月11日,地区级,重庆,南川区,,,,,,,,,,,,,,,
4月11日,地区级,重庆,綦江区,,,,,,,,,,23.0,23.0,,,,
4月11日,地区级,重庆,大足区,,,,,,,,,,14.0,14.0,,,,
4月11日,地区级,重庆,璧山区,,,,,,,,,,9.0,9.0,,,,
4月11日,地区级,重庆,铜梁区,,,,,,,,,,10.0,10.0,,,,
4月11日,地区级,重庆,潼南区,,,,,,,,,,18.0,18.0,,,,
4月11日,地区级,重庆,荣昌区,,,,,,,,,,9.0,9.0,,,,
4月11日,地区级,重庆,开州区,,,,,,,,,,21.0,20.0,1.0,,,
4月11日,地区级,重庆,梁平区,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,重庆,武隆区,,,,,,,,,,1.0,1.0,,,,
4月11日,地区级,重庆,城口县,,,,,,,,,,2.0,2.0,,,,
4月11日,地区级,重庆,丰都县,,,,,,,,,,10.0,10.0,,,,
4月11日,地区级,重庆,垫江县,,,,,,,,,,20.0,20.0,,,,
4月11日,地区级,重庆,忠县,,,,,,,,,,21.0,21.0,,,,
4月11日,地区级,重庆,云阳县,,,,,,,,,,25.0,25.0,,,,
4月11日,地区级,重庆,奉节县,,,,,,,,,,22.0,22.0,,,,
4月11日,地区级,重庆,巫山县,,,,,,,,,,10.0,10.0,,,,
4月11日,地区级,重庆,巫溪县,,,,,,,,,,14.0,14.0,,,,
4月11日,地区级,重庆,石柱县,,,,,,,,,,15.0,15.0,,,,
4月11日,地区级,重庆,秀山县,,,,,,,,,,1.0,1.0,,,,
4月11日,地区级,重庆,酉阳县,,,,,,,,,,1.0,1.0,,,,
4月11日,地区级,重庆,彭水县,,,,,,,,,,2.0,2.0,,,,
4月11日,地区级,重庆,两江新区,,,,,,,,,,17.0,17.0,,,,
4月11日,地区级,重庆,高新区,,,,,,,,,,4.0,4.0,,,,
4月11日,地区级,重庆,万盛经开区,,,,,,,,,,1.0,1.0,,,,
4月11日,地区级,重庆,境外输入,,,,,,,,,,3.0,,,5.0,1.0,
4月11日,省级,重庆,,,,,5.0,,,,,,579.0,570.0,6.0,19.0,6.0,
4月11日,地区级,江苏,南京,,,,,,,,,,93.0,93.0,,,,
4月11日,地区级,江苏,无锡,,,,,,,,,,55.0,54.0,,,,
4月11日,地区级,江苏,徐州,,,,,,,,,,79.0,79.0,,,,
4月11日,地区级,江苏,常州,,,,,,,,,,51.0,51.0,,,,
4月11日,地区级,江苏,苏州,,,,,,,,,,87.0,87.0,,,,
4月11日,地区级,江苏,南通,,,,,,,,,,40.0,40.0,,,,
4月11日,地区级,江苏,连云港,,,,,,,,,,48.0,48.0,,,,
4月11日,地区级,江苏,淮安,,,,,,,,,,66.0,66.0,,,,
4月11日,地区级,江苏,盐城,,,,,,,,,,27.0,27.0,,,,
4月11日,地区级,江苏,扬州,,,,,,,,,,23.0,23.0,,,,
4月11日,地区级,江苏,镇江,,,,,,,,,,12.0,12.0,,,,
4月11日,地区级,江苏,泰州,,,,,,,,,,37.0,37.0,,,,
4月11日,地区级,江苏,宿迁,,,,,,,,,,13.0,13.0,,,,
4月11日,地区级,江苏,地区待确认,,,,,,,,,,,1.0,,17.0,17.0,
4月11日,地区级,江苏,境外输入,1.0,2.0,,2.0,4.0,,,,,22.0,7.0,,29.0,17.0,
4月11日,省级,江苏,,1.0,2.0,,2.0,4.0,,,,,653.0,638.0,,46.0,34.0,
4月11日,地区级,上海,外地来沪,,,,,,,,,,111.0,106.0,,,,
4月11日,地区级,上海,徐汇,,,,,,,,,,18.0,17.0,,,,
4月11日,地区级,上海,浦东,,,,,,,,,,61.0,59.0,,,,
4月11日,地区级,上海,宝山,,,,,,,,,,22.0,19.0,,,,
4月11日,地区级,上海,闵行,,,,,,,,,,19.0,19.0,,,,
4月11日,地区级,上海,静安,,,,,,,,,,16.0,15.0,,,,
4月11日,地区级,上海,松江,,,,,,,,,,14.0,14.0,,,,
