公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,新增无症状感染人数,新增无症状感染治愈人数,新增无症状感染死亡人数,核减,治愈核减,死亡核减,累计确诊人数,累计治愈人数,累计死亡人数,累计无症状感染人数,累计无症状感染治愈人数,累计无症状感染死亡人数
4月15日,地区级,河南,周口,,,,,,,,,,76.0,,,,,
4月15日,地区级,河南,平顶山,,,,,,,,,,58.0,,,,,
4月15日,地区级,河南,新乡,,,,,,,,,,57.0,53.0,,,,
4月15日,地区级,河南,安阳,,,,,,,,,,53.0,,,,,
4月15日,地区级,河南,许昌,,,,,,,,,,39.0,,,,,
4月15日,地区级,河南,漯河,,,,,,,,,,36.0,2.0,,,,
4月15日,地区级,河南,洛阳,,,,,,,,,,31.0,3.0,,,,
4月15日,地区级,河南,焦作,,,,,,,,,,32.0,,,,,
4月15日,地区级,河南,开封,,,,,,,,,,26.0,18.0,,,,
4月15日,地区级,河南,鹤壁,,,,,,,,,,19.0,,,,,
4月15日,地区级,河南,濮阳,,,,,,,,,,17.0,,,,,
4月15日,地区级,河南,三门峡,,,,,,,,,,7.0,,,,,
4月15日,地区级,河南,济源示范区,,,,,,,,,,5.0,,,,,
4月15日,地区级,河南,地区待确认,,,,,,,,,,,1032.0,22.0,8.0,2.0,
4月15日,地区级,河南,境外输入,,,,,3.0,,,,,3.0,3.0,,11.0,9.0,
4月15日,省级,河南,,,,,,3.0,,,,,1276.0,1254.0,22.0,19.0,11.0,
4月16日,地区级,浙江,杭州,,,,,,,,,,181.0,181.0,,,,
4月16日,地区级,浙江,宁波,,,,,,,,,,157.0,157.0,,,,
4月16日,地区级,浙江,温州,,,,,,,,,,504.0,503.0,1.0,,,
4月16日,地区级,浙江,湖州,,,,,,,,,,10.0,10.0,,,,
4月16日,地区级,浙江,嘉兴,,,,,,,,,,46.0,46.0,,,,
4月16日,地区级,浙江,绍兴,,,,,,,,,,42.0,42.0,,,,
4月16日,地区级,浙江,金华,,,,,,,,,,55.0,55.0,,,,
4月16日,地区级,浙江,衢州,,,,,,,,,,14.0,14.0,,,,
4月16日,地区级,浙江,舟山,,,,,,,,,,10.0,10.0,,,,
4月16日,地区级,浙江,台州,,,,,,,,,,146.0,146.0,,,,
4月16日,地区级,浙江,丽水,,,,,,,,,,17.0,17.0,,,,
4月16日,地区级,浙江,省十里丰监狱,,,,,,,,,,36.0,36.0,,,,
4月16日,地区级,浙江,地区待确认,,,,1.0,,,,,,,,,18.0,,
4月16日,地区级,浙江,境外输入,,2.0,,,,,,,,50.0,29.0,,50.0,10.0,
4月16日,省级,浙江,,,2.0,,1.0,,,,,,1268.0,1246.0,1.0,68.0,10.0,
4月16日,地区级,天津,宝坻区,,,,,,,,,,60.0,58.0,2.0,,,
4月16日,地区级,天津,河东区,,,,,,,,,,15.0,14.0,1.0,,,
4月16日,地区级,天津,河北区,,,,,,,,,,12.0,12.0,,,,
4月16日,地区级,天津,和平区,,,,,,,,,,6.0,6.0,,,,
4月16日,地区级,天津,河西区,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,天津,宁河区,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,天津,东丽区,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,天津,西青区,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,天津,南开区,,,,,,,,,,6.0,6.0,,,,
4月16日,地区级,天津,滨海新区,,,,,,,,,,3.0,3.0,,,,
4月16日,地区级,天津,红桥区,,,,,,,,,,2.0,2.0,,,,
4月16日,地区级,天津,津南区,,,,,,,,,,2.0,2.0,,,,
4月16日,地区级,天津,北辰区,,,,,,,,,,6.0,6.0,,,,
4月16日,地区级,天津,武清区,,,,,,,,,,2.0,2.0,,,,
4月16日,地区级,天津,外地来津,,,,,,,,,,6.0,6.0,,,,
4月16日,地区级,天津,境外输入,1.0,1.0,,,,,,,,50.0,39.0,,2.0,,
4月16日,省级,天津,,1.0,1.0,,,,,,,,186.0,172.0,3.0,2.0,,
4月16日,地区级,甘肃,兰州,,,,,,,,,,37.0,35.0,2.0,,,
4月16日,地区级,甘肃,嘉峪关,,,,,,,,,,,,,,,
4月16日,地区级,甘肃,金昌,,,,,,,,,,1.0,1.0,,,,
4月16日,地区级,甘肃,白银,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,甘肃,天水,,,,,,,,,,12.0,12.0,,,,
4月16日,地区级,甘肃,武威,,,,,,,,,,,,,,,
4月16日,地区级,甘肃,张掖,,,,,,,,,,2.0,2.0,,,,
4月16日,地区级,甘肃,平凉,,,,,,,,,,9.0,9.0,,,,
4月16日,地区级,甘肃,酒泉,,,,,,,,,,,,,,,
4月16日,地区级,甘肃,庆阳,,,,,,,,,,3.0,3.0,,,,
4月16日,地区级,甘肃,定西,,,,,,,,,,9.0,9.0,,,,
4月16日,地区级,甘肃,陇南,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,甘肃,临夏,,,,,,,,,,3.0,3.0,,,,
4月16日,地区级,甘肃,甘南州,,,,,,,,,,8.0,8.0,,,,
4月16日,地区级,甘肃,地区待确认,,,,,,,,,,,,,,,
4月16日,地区级,甘肃,境外输入,,1.0,,,,,,,,47.0,47.0,,1.0,,
4月16日,省级,甘肃,,,1.0,,,,,,,,139.0,137.0,2.0,1.0,,
4月16日,地区级,山西,太原,,,,,,,,,,20.0,20.0,,,,
4月16日,地区级,山西,大同,,,,,,,,,,12.0,12.0,,,,
4月16日,地区级,山西,阳泉,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,山西,长治,,,,,,,,,,8.0,8.0,,,,
4月16日,地区级,山西,晋城,,,,,,,,,,10.0,10.0,,,,
4月16日,地区级,山西,朔州,,,,,,,,,,8.0,8.0,,,,
4月16日,地区级,山西,晋中,,,,,,,,,,37.0,37.0,,,,
4月16日,地区级,山西,运城,,,,,,,,,,19.0,19.0,,,,
4月16日,地区级,山西,忻州,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,山西,临汾,,,,,,,,,,2.0,2.0,,,,
4月16日,地区级,山西,吕梁,,,,,,,,,,6.0,6.0,,,,
4月16日,地区级,山西,地区待确认,,,,,,,,,,,,,,,
4月16日,地区级,山西,境外输入,3.0,,,2.0,,,,,,64.0,2.0,,3.0,,
4月16日,省级,山西,,3.0,,,2.0,,,,,,197.0,135.0,,3.0,,
4月16日,地区级,河北,沧州,,,,,,,,,,48.0,45.0,3.0,,,
4月16日,地区级,河北,唐山,,,,,,,,,,58.0,55.0,1.0,,,
4月16日,地区级,河北,张家口,,,,,,,,,,41.0,41.0,,,,
4月16日,地区级,河北,保定,,,,,,,,,,32.0,32.0,,,,
4月16日,地区级,河北,邯郸,,,,,,,,,,32.0,32.0,,,,
4月16日,地区级,河北,廊坊,,,,,,,,,,30.0,30.0,,,,
4月16日,地区级,河北,石家庄,,,,,,,,,,29.0,29.0,,,,
4月16日,地区级,河北,邢台,,,,,,,,,,23.0,22.0,1.0,,,
4月16日,地区级,河北,秦皇岛,,,,,,,,,,10.0,9.0,1.0,,,
4月16日,地区级,河北,衡水,,,,,,,,,,8.0,8.0,,,,
4月16日,地区级,河北,承德,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,河北,地区待确认,,,,,,,,,,,2.0,,2.0,1.0,
4月16日,地区级,河北,境外输入,,1.0,,1.0,2.0,,,,,10.0,4.0,,14.0,6.0,
4月16日,省级,河北,,,1.0,,1.0,2.0,,,,,328.0,316.0,6.0,16.0,7.0,
4月16日,地区级,河南,信阳,,,,,,,,,,274.0,6.0,,,,
4月16日,地区级,河南,南阳,,,,,,,,,,156.0,,,,,
4月16日,地区级,河南,郑州,,,,,,,,,,157.0,,,,,
4月16日,地区级,河南,驻马店,,,,,,,,,,139.0,137.0,,,,
4月16日,地区级,河南,商丘,,,,,,,,,,91.0,,,,,
4月16日,地区级,河南,周口,,,,,,,,,,76.0,,,,,
4月16日,地区级,河南,平顶山,,,,,,,,,,58.0,,,,,
4月16日,地区级,河南,新乡,,,,,,,,,,57.0,53.0,,,,
4月16日,地区级,河南,安阳,,,,,,,,,,53.0,,,,,
4月16日,地区级,河南,许昌,,,,,,,,,,39.0,,,,,
4月16日,地区级,河南,漯河,,,,,,,,,,36.0,2.0,,,,
4月16日,地区级,河南,洛阳,,,,,,,,,,31.0,3.0,,,,
4月16日,地区级,河南,焦作,,,,,,,,,,32.0,,,,,
4月16日,地区级,河南,开封,,,,,,,,,,26.0,18.0,,,,
4月16日,地区级,河南,鹤壁,,,,,,,,,,19.0,,,,,
4月16日,地区级,河南,濮阳,,,,,,,,,,17.0,,,,,
4月16日,地区级,河南,三门峡,,,,,,,,,,7.0,,,,,
4月16日,地区级,河南,济源示范区,,,,,,,,,,5.0,,,,,
4月16日,地区级,河南,地区待确认,,,,,,,,,,,1032.0,22.0,8.0,2.0,
4月16日,地区级,河南,境外输入,,,,,,,,,,3.0,3.0,,11.0,9.0,
4月16日,省级,河南,,,,,,,,,,,1276.0,1254.0,22.0,19.0,11.0,
4月16日,地区级,上海,外地来沪,,,,,,,,,,111.0,106.0,,,,
4月16日,地区级,上海,徐汇,,,,,,,,,,18.0,17.0,,,,
4月16日,地区级,上海,浦东,,,,,,,,,,61.0,59.0,,,,
4月16日,地区级,上海,宝山,,,,,,,,,,22.0,19.0,,,,
4月16日,地区级,上海,闵行,,,,,,,,,,19.0,19.0,,,,
4月16日,地区级,上海,静安,,,,,,,,,,16.0,15.0,,,,
4月16日,地区级,上海,松江,,,,,,,,,,14.0,14.0,,,,
4月16日,地区级,上海,长宁,,,,,,,,,,13.0,13.0,,,,
4月16日,地区级,上海,普陀,,,,,,,,,,11.0,11.0,,,,
4月16日,地区级,上海,杨浦,,,,,,,,,,9.0,9.0,,,,
4月16日,地区级,上海,嘉定,,,,,,,,,,9.0,7.0,,,,
4月16日,地区级,上海,奉贤,,,,,,,,,,9.0,9.0,,,,
4月16日,地区级,上海,虹口,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,上海,黄浦,,,,,,,,,,6.0,5.0,,,,
4月16日,地区级,上海,青浦,,,,,,,,,,6.0,6.0,,,,
4月16日,地区级,上海,金山,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,上海,崇明,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,上海,地区待确认,,,,,,,,,,,6.0,,,,
4月16日,地区级,上海,境外输入,,4.0,,,,,,,,289.0,159.0,,,,
4月16日,省级,上海,,,4.0,,,,,,,,628.0,489.0,7.0,,,
4月16日,地区级,山东,济南,,,,,,,,,,47.0,47.0,,,,
4月16日,地区级,山东,青岛,2.0,,,,,,,,,65.0,60.0,1.0,,,
4月16日,地区级,山东,淄博,,,,,,,,,,30.0,29.0,1.0,,,
4月16日,地区级,山东,枣庄,,,,,,,,,,24.0,24.0,,,,
4月16日,地区级,山东,东营,,,,,,,,,,,,,,,
4月16日,地区级,山东,烟台,,,,,,,,,,47.0,47.0,,,,
4月16日,地区级,山东,潍坊,,,,,,,,,,44.0,44.0,,,,
4月16日,地区级,山东,济宁,,,,,,,,,,60.0,260.0,,,,
4月16日,地区级,山东,泰安,,,,,,,,,,35.0,33.0,2.0,,,
4月16日,地区级,山东,威海,,,,,,,,,,38.0,37.0,1.0,,,
4月16日,地区级,山东,日照,,,,,,,,,,16.0,16.0,,,,
4月16日,地区级,山东,临沂,,,,,,,,,,49.0,49.0,,,,
4月16日,地区级,山东,德州,,,,,,,,,,37.0,35.0,2.0,,,
4月16日,地区级,山东,聊城,,,,,,,,,,38.0,38.0,,,,
4月16日,地区级,山东,滨州,,,,,,,,,,15.0,15.0,,,,
4月16日,地区级,山东,菏泽,,,,,,,,,,18.0,18.0,,,,
4月16日,地区级,山东,任城监狱,,,,,,,,,,200.0,,,,,
4月16日,地区级,山东,外省输入,,,,,,,,,,,,,1.0,,
4月16日,地区级,山东,地区待确认,,,,,1.0,,,,,,,,2.0,1.0,
4月16日,地区级,山东,境外输入,1.0,,,,,,,,,24.0,9.0,,8.0,4.0,
4月16日,省级,山东,,3.0,,,,1.0,,,,,787.0,761.0,7.0,11.0,5.0,
4月16日,地区级,黑龙江,哈尔滨,3.0,,,4.0,,,,,,224.0,194.0,4.0,20.0,,
4月16日,地区级,黑龙江,齐齐哈尔,,,,,,,,,,43.0,42.0,1.0,,,
4月16日,地区级,黑龙江,鸡西,,,,,,,,,,46.0,46.0,,,,
4月16日,地区级,黑龙江,鹤岗,,,,,,,,,,5.0,5.0,,,,
4月16日,地区级,黑龙江,双鸭山,,,,,,,,,,52.0,49.0,3.0,,,
4月16日,地区级,黑龙江,大庆,,,,,,,,,,26.0,25.0,1.0,,,
4月16日,地区级,黑龙江,伊春,,,,,,,,,,1.0,1.0,,,,
4月16日,地区级,黑龙江,佳木斯,,,,,,,,,,15.0,15.0,,,,
4月16日,地区级,黑龙江,七台河,,,,,,,,,,17.0,17.0,,,1.0,
4月16日,地区级,黑龙江,牡丹江,,,,1.0,,,,,,15.0,15.0,,1.0,,
4月16日,地区级,黑龙江,黑河,,,,,,,,,,14.0,14.0,,,,
4月16日,地区级,黑龙江,绥化,,,,,,,,,,47.0,43.0,4.0,,,
4月16日,地区级,黑龙江,大兴安岭,,,,,,,,,,3.0,3.0,,,,
4月16日,地区级,黑龙江,地区待确认,,,,,,,,,,,,,,,
4月16日,地区级,黑龙江,境外输入,8.0,,,1.0,,,,,,364.0,2.0,,47.0,7.0,
4月16日,省级,黑龙江,,11.0,,,6.0,,,,,,872.0,471.0,13.0,68.0,8.0,
4月16日,地区级,吉林,长春,,,,,,,,,,45.0,45.0,,,,
4月16日,地区级,吉林,吉林,,,,,,,,,,5.0,5.0,,,,
4月16日,地区级,吉林,四平,,,,,,,,,,21.0,20.0,1.0,,,
4月16日,地区级,吉林,辽源,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,吉林,通化,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,吉林,白山,,,,,,,,,,,,,,,
4月16日,地区级,吉林,松原,,,,,,,,,,2.0,2.0,,,,
4月16日,地区级,吉林,白城,,,,,,,,,,1.0,1.0,,,,
4月16日,地区级,吉林,延边,,,,,,,,,,5.0,5.0,,,,
4月16日,地区级,吉林,地区待确认,,,,,,,,,,,,,,,
4月16日,地区级,吉林,境外输入,,1.0,,,,,,,,9.0,5.0,,4.0,1.0,
4月16日,省级,吉林,,,1.0,,,,,,,,102.0,97.0,1.0,4.0,1.0,
4月16日,地区级,江苏,南京,,,,,,,,,,93.0,93.0,,,,
4月16日,地区级,江苏,无锡,,,,,,,,,,55.0,54.0,,,,
4月16日,地区级,江苏,徐州,,,,,,,,,,79.0,79.0,,,,
4月16日,地区级,江苏,常州,,,,,,,,,,51.0,51.0,,,,
4月16日,地区级,江苏,苏州,,,,,,,,,,87.0,87.0,,,,
4月16日,地区级,江苏,南通,,,,,,,,,,40.0,40.0,,,,
4月16日,地区级,江苏,连云港,,,,,,,,,,48.0,48.0,,,,
4月16日,地区级,江苏,淮安,,,,,,,,,,66.0,66.0,,,,
4月16日,地区级,江苏,盐城,,,,,,,,,,27.0,27.0,,,,
4月16日,地区级,江苏,扬州,,,,,,,,,,23.0,23.0,,,,
4月16日,地区级,江苏,镇江,,,,,,,,,,12.0,12.0,,,,
4月16日,地区级,江苏,泰州,,,,,,,,,,37.0,37.0,,,,
4月16日,地区级,江苏,宿迁,,,,,,,,,,13.0,13.0,,,,
4月16日,地区级,江苏,地区待确认,,,,,,,,,,,1.0,,17.0,17.0,
4月16日,地区级,江苏,境外输入,,1.0,,,1.0,,,,,22.0,12.0,,30.0,24.0,
4月16日,省级,江苏,,,1.0,,,1.0,,,,,653.0,643.0,,47.0,41.0,
4月16日,地区级,内蒙古,通辽,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,内蒙古,鄂尔多斯,,,,,,,,,,11.0,11.0,,,,
4月16日,地区级,内蒙古,包头,,,,,,,,,,11.0,11.0,,,,
4月16日,地区级,内蒙古,赤峰,,,,,,,,,,9.0,9.0,,,,
4月16日,地区级,内蒙古,巴彦淖尔,,,,,,,,,,8.0,7.0,1.0,,,
4月16日,地区级,内蒙古,锡林郭勒,,,,,,,,,,9.0,9.0,,,,
4月16日,地区级,内蒙古,呼和浩特,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,内蒙古,呼伦贝尔,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,内蒙古,乌兰察布,,,,,,,,,,3.0,3.0,,,,
4月16日,地区级,内蒙古,兴安盟,,,,,,,,,,1.0,1.0,,,,
4月16日,地区级,内蒙古,乌海,,,,,,,,,,2.0,2.0,,,,
4月16日,地区级,内蒙古,地区待确认,,,,,,,,,,,,,1.0,1.0,
4月16日,地区级,内蒙古,境外输入,,9.0,,,,,,,,118.0,29.0,,,,
4月16日,省级,内蒙古,,,9.0,,,,,,,,193.0,103.0,1.0,1.0,1.0,
4月16日,地区级,陕西,西安,,,,,,,,,,120.0,117.0,3.0,,,
4月16日,地区级,陕西,宝鸡,,,,,,,,,,13.0,13.0,,,,
4月16日,地区级,陕西,咸阳,,,,,,,,,,18.0,18.0,,,,
4月16日,地区级,陕西,铜川,,,,,,,,,,8.0,8.0,,,,
4月16日,地区级,陕西,渭南,,,,,,,,,,16.0,16.0,,,,
4月16日,地区级,陕西,延安,,,,,,,,,,8.0,8.0,,,,
4月16日,地区级,陕西,榆林,,,,,,,,,,3.0,3.0,,,,
4月16日,地区级,陕西,汉中,,,,,,,,,,26.0,26.0,,,,
4月16日,地区级,陕西,安康,,,,,,,,,,26.0,26.0,,,,
4月16日,地区级,陕西,商洛,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,陕西,地区待确认,,,,,,,,,,,,,,,
4月16日,地区级,陕西,境外输入,,1.0,,,,,,,,11.0,10.0,,2.0,,
4月16日,省级,陕西,,,1.0,,,,,,,,256.0,252.0,3.0,2.0,,
4月16日,地区级,北京,东城,,,,,,,,,,14.0,,,,,
4月16日,地区级,北京,西城,,,,,,,,,,53.0,,,,,
4月16日,地区级,北京,朝阳,,,,,,,,,,75.0,,,,,
4月16日,地区级,北京,丰台,,,,,,,,,,43.0,,,,,
4月16日,地区级,北京,石景山,,,,,,,,,,14.0,,,,,
4月16日,地区级,北京,海淀,,,,,,,,,,64.0,,,,,
4月16日,地区级,北京,门头沟,,,,,,,,,,3.0,,,,,
4月16日,地区级,北京,房山,,,,,,,,,,16.0,,,,,
4月16日,地区级,北京,通州,,,,,,,,,,19.0,,,,,
4月16日,地区级,北京,顺义,,,,,,,,,,10.0,,,,,
4月16日,地区级,北京,昌平,,,,,,,,,,29.0,,,,,
4月16日,地区级,北京,大兴,,,,,,,,,,39.0,,,,,
4月16日,地区级,北京,怀柔,,,,,,,,,,7.0,,,,,
4月16日,地区级,北京,平谷,,,,,,,,,,,,,,,
4月16日,地区级,北京,密云,,,,,,,,,,7.0,,,,,
4月16日,地区级,北京,延庆,,,,,,,,,,1.0,,,,,
4月16日,地区级,北京,外地来京,,,,,,,,,,25.0,,,,,
4月16日,地区级,北京,境外输入,,,,,,,,,,174.0,,,,,
4月16日,地区级,北京,地区待确认,,6.0,,,,,,,,,509.0,8.0,,,
4月16日,省级,北京,,,6.0,,,,,,,,593.0,509.0,8.0,,,
4月16日,地区级,辽宁,沈阳,,,,,,,,,,28.0,28.0,,,,
4月16日,地区级,辽宁,大连,,,,,,,,,,18.0,17.0,,,,
4月16日,地区级,辽宁,鞍山,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,辽宁,抚顺,1.0,,,,,,,,,1.0,,,,,
4月16日,地区级,辽宁,本溪,,,,,,,,,,3.0,3.0,,,,
4月16日,地区级,辽宁,丹东,,,,,,,,,,11.0,11.0,,,,
4月16日,地区级,辽宁,锦州,,,,,,,,,,12.0,12.0,,,,
4月16日,地区级,辽宁,营口,,,,,,,,,,1.0,1.0,,,,
4月16日,地区级,辽宁,阜新,,,,,,,,,,8.0,8.0,,,,
4月16日,地区级,辽宁,辽阳,,,,,,,,,,3.0,3.0,,,,
4月16日,地区级,辽宁,盘锦,,,,,,,,,,11.0,11.0,,,,
4月16日,地区级,辽宁,铁岭,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,辽宁,朝阳市,,,,,,,,,,6.0,5.0,1.0,,,
4月16日,地区级,辽宁,葫芦岛,,,,,,,,,,12.0,11.0,1.0,,,
4月16日,地区级,辽宁,地区待确认,,,,,3.0,,,,,,,,56.0,33.0,
4月16日,地区级,辽宁,境外输入,,2.0,,,,,,,,21.0,19.0,,11.0,,
4月16日,省级,辽宁,,1.0,2.0,,,3.0,,,,,146.0,140.0,2.0,67.0,33.0,
4月16日,地区级,福建,厦门,,,,,,,,,,35.0,35.0,,,1.0,
4月16日,地区级,福建,漳州,,,,,,,,,,20.0,20.0,,,,
4月16日,地区级,福建,泉州,,,,,,,,,,47.0,47.0,,,1.0,
4月16日,地区级,福建,南平,,,,,,,,,,20.0,20.0,,,,
4月16日,地区级,福建,福州,,,,,,,,,,72.0,71.0,1.0,,,
4月16日,地区级,福建,莆田,,,,,1.0,,,,,56.0,56.0,,,,
4月16日,地区级,福建,宁德,,,,,,,,,,26.0,26.0,,,,
4月16日,地区级,福建,三明,,,,,,,,,,14.0,14.0,,,,
4月16日,地区级,福建,龙岩,,,,,,,,,,6.0,6.0,,,,
4月16日,地区级,福建,境外输入,1.0,1.0,,,1.0,,,,,58.0,39.0,,4.0,12.0,
4月16日,省级,福建,,1.0,1.0,,,,,,,,354.0,334.0,1.0,4.0,14.0,
4月16日,地区级,香港,香港,1.0,26.0,,,,,,,,1017.0,485.0,4.0,,,
4月16日,省级,香港,,1.0,26.0,,,,,,,,1017.0,485.0,4.0,,,
4月16日,地区级,澳门,澳门,,,,,,,,,,45.0,16.0,,,,
4月16日,省级,澳门,,,,,,,,,,,45.0,16.0,,,,
4月16日,国家级,,,26.0,52.0,,66.0,,,,,,82367.0,77944.0,3342.0,1038.0,,
4月16日,地区级,台湾,台湾,,18.0,,,,,,,,395.0,155.0,6.0,,,
4月16日,省级,台湾,,,18.0,,,,,,,,395.0,155.0,6.0,,,
4月16日,地区级,云南,昆明,,,,,,,,,,53.0,53.0,,,,
4月16日,地区级,云南,西双版纳州,,,,,,,,,,15.0,14.0,1.0,,,
4月16日,地区级,云南,玉溪,,,,,,,,,,14.0,13.0,1.0,,,
4月16日,地区级,云南,昭通,,,,,,,,,,25.0,25.0,,,,
4月16日,地区级,云南,曲靖,,,,,,,,,,13.0,13.0,,,,
4月16日,地区级,云南,大理,,,,,,,,,,13.0,13.0,,,,
4月16日,地区级,云南,保山,,,,,,,,,,9.0,9.0,,,,
4月16日,地区级,云南,丽江,,,,,,,,,,7.0,7.0,,,,
4月16日,地区级,云南,红河,,,,,,,,,,9.0,9.0,,,,
4月16日,地区级,云南,德宏州,,,,,,,,,,5.0,5.0,,,,
4月16日,地区级,云南,楚雄州,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,云南,普洱,,,,,,,,,,4.0,4.0,,,,
4月16日,地区级,云南,文山州,,,,,,,,,,2.0,2.0,,,,
4月16日,地区级,云南,临沧,,,,,,,,,,1.0,1.0,,,,
4月16日,地区级,云南,地区待确认,,,,,,,,,,,,,4.0,,
4月16日,地区级,云南,境外输入,,1.0,,,,,,,,10.0,5.0,,,,
4月16日,省级,云南,,,1.0,,,,,,,,184.0,177.0,2.0,4.0,,
4月16日,地区级,湖北,武汉,,17.0,,,,,325.0,-965.0,1290.0,50333.0,46335.0,3869.0,,,
4月16日,地区级,湖北,孝感,,,,,,,,,,3518.0,3389.0,129.0,,,
4月16日,地区级,湖北,黄冈,,,,,,,,,,2907.0,2782.0,125.0,,,
4月16日,地区级,湖北,随州,,,,,,,,,,1307.0,1262.0,45.0,,,
4月16日,地区级,湖北,荆州,,,,,,,,,,1580.0,1528.0,52.0,,,
4月16日,地区级,湖北,襄阳,,,,,,,,,,1175.0,1135.0,40.0,,,
4月16日,地区级,湖北,黄石,,,,,,,,,,1015.0,976.0,39.0,,,
4月16日,地区级,湖北,宜昌,,,,,,,,,,931.0,894.0,37.0,,,
4月16日,地区级,湖北,荆门,,,,,,,,,,928.0,887.0,41.0,,,
4月16日,地区级,湖北,鄂州,,,,,,,,,,1394.0,1335.0,59.0,,,
4月16日,地区级,湖北,咸宁,,,,,,,,,,836.0,821.0,15.0,,,
4月16日,地区级,湖北,十堰,,,,,,,,,,672.0,664.0,8.0,,,
4月16日,地区级,湖北,仙桃,,,,,,,,,,575.0,553.0,22.0,,,
4月16日,地区级,湖北,天门,,,,,,,,,,496.0,481.0,15.0,,,
4月16日,地区级,湖北,恩施州,,,,,,,,,,252.0,245.0,7.0,,,
4月16日,地区级,湖北,潜江,,,,,,,,,,198.0,189.0,9.0,,,
4月16日,地区级,湖北,神农架,,,,,,,,,,11.0,11.0,,,,
4月16日,地区级,湖北,监狱系统,,,,,,,,,,,,,,,
4月16日,地区级,湖北,地区待确认,,,,32.0,42.0,,,,,,,,610.0,,
4月16日,省级,湖北,,0.0,17.0,0.0,32.0,42.0,,325.0,-965.0,1290.0,68128.0,63487.0,4512.0,610.0,,
4月16日,地区级,广东,深圳,1.0,,,1.0,,,,,,420.0,414.0,3.0,17.0,,
4月16日,地区级,广东,广州,4.0,,,19.0,,,,,,375.0,340.0,1.0,155.0,,
4月16日,地区级,广东,珠海,,,,,,,,,,98.0,97.0,1.0,,,
4月16日,地区级,广东,佛山,,,,3.0,,,,,,87.0,80.0,,14.0,,
4月16日,地区级,广东,东莞,,,,1.0,,,,,,99.0,98.0,1.0,7.0,,
4月16日,地区级,广东,中山,,,,,,,,,,66.0,64.0,,2.0,,
4月16日,地区级,广东,惠州,,,,,,,,,,62.0,62.0,,1.0,,
4月16日,地区级,广东,汕头,,,,,,,,,,25.0,24.0,,1.0,,
4月16日,地区级,广东,江门,,,,,,,,,,23.0,23.0,,,,
4月16日,地区级,广东,湛江,,,,,,,,,,22.0,22.0,,,,
4月16日,地区级,广东,肇庆,,,,,,,,,,19.0,18.0,1.0,,,
